corner_class,edge_class,canonical_a,canonical_b,sym,length
297,33,285,33,4,9
312,18,285,33,5,9
328,18,285,33,6,9
325,33,285,33,7,9
285,38,285,38,0,10
288,13,285,38,1,10
345,40,285,38,2,10
333,31,285,38,3,10
297,39,285,38,4,10
312,16,285,38,5,10
328,41,285,38,6,10
325,28,285,38,7,10
285,39,285,39,0,9
288,16,285,39,1,9
345,41,285,39,2,9
333,28,285,39,3,9
297,38,285,39,4,9
312,13,285,39,5,9
328,40,285,39,6,9
325,31,285,39,7,9
285,40,285,40,0,10
288,31,285,40,1,10
345,39,285,40,2,10
333,16,285,40,3,10
297,41,285,40,4,10
312,28,285,40,5,10
328,38,285,40,6,10
325,13,285,40,7,10
285,41,285,41,0,10
288,28,285,41,1,10
345,38,285,41,2,10
333,13,285,41,3,10
297,40,285,41,4,10
312,31,285,41,5,10
328,39,285,41,6,10
325,16,285,41,7,10
285,44,285,44,0,10
288,51,285,44,1,10
345,76,285,44,2,10
333,76,285,44,3,10
297,51,285,44,4,10
312,44,285,44,5,10
328,77,285,44,6,10
325,77,285,44,7,10
285,45,285,45,0,10
288,50,285,45,1,10
345,75,285,45,2,10
333,75,285,45,3,10
297,50,285,45,4,10
312,45,285,45,5,10
328,78,285,45,6,10
325,78,285,45,7,10
285,50,285,50,0,10
288,45,285,50,1,10
345,78,285,50,2,10
333,78,285,50,3,10
297,45,285,50,4,10
312,50,285,50,5,10
328,75,285,50,6,10
325,75,285,50,7,10
285,51,285,51,0,11
288,44,285,51,1,11
345,77,285,51,2,11
333,77,285,51,3,11
297,44,285,51,4,11
312,51,285,51,5,11
328,76,285,51,6,11
325,76,285,51,7,11
285,56,285,56,0,10
288,63,285,56,1,10
345,63,285,56,2,10
333,56,285,56,3,10
297,59,285,56,4,10
312,62,285,56,5,10
328,62,285,56,6,10
325,59,285,56,7,10
285,59,285,59,0,11
288,62,285,59,1,11
345,62,285,59,2,11
333,59,285,59,3,11
297,56,285,59,4,11
312,63,285,59,5,11
328,63,285,59,6,11
325,56,285,59,7,11
285,62,285,62,0,10
288,59,285,62,1,10
345,56,285,62,2,10
333,63,285,62,3,10
297,63,285,62,4,10
312,56,285,62,5,10
328,59,285,62,6,10
325,62,285,62,7,10
285,63,285,63,0,11
288,56,285,63,1,11
345,59,285,63,2,11
333,62,285,63,3,11
297,62,285,63,4,11
312,59,285,63,5,11
328,56,285,63,6,11
325,63,285,63,7,11
285,75,285,75,0,10
288,75,285,75,1,10
345,50,285,75,2,10
333,45,285,75,3,10
297,78,285,75,4,10
312,78,285,75,5,10
328,45,285,75,6,10
325,50,285,75,7,10
285,76,285,76,0,11
288,76,285,76,1,11
345,51,285,76,2,11
333,44,285,76,3,11
297,77,285,76,4,11
312,77,285,76,5,11
328,44,285,76,6,11
325,51,285,76,7,11
285,77,285,77,0,10
288,77,285,77,1,10
345,44,285,77,2,10
333,51,285,77,3,10
297,76,285,77,4,10
312,76,285,77,5,10
328,51,285,77,6,10
325,44,285,77,7,10
285,78,285,78,0,10
288,78,285,78,1,10
345,45,285,78,2,10
333,50,285,78,3,10
297,75,285,78,4,10
312,75,285,78,5,10
328,50,285,78,6,10
325,45,285,78,7,10
285,80,285,80,0,10
288,97,285,80,1,10
345,93,285,80,2,10
333,84,285,80,3,10
297,81,285,80,4,10
312,96,285,80,5,10
328,92,285,80,6,10
325,85,285,80,7,10
285,81,285,81,0,10
288,96,285,81,1,10
345,92,285,81,2,10
333,85,285,81,3,10
297,80,285,81,4,10
312,97,285,81,5,10
328,93,285,81,6,10
325,84,285,81,7,10
285,82,285,82,0,10
288,102,285,82,1,10
345,103,285,82,2,10
333,83,285,82,3,10
297,99,285,82,4,10
312,95,285,82,5,10
328,94,285,82,6,10
325,98,285,82,7,10
285,83,285,83,0,10
288,103,285,83,1,10
345,102,285,83,2,10
333,82,285,83,3,10
297,98,285,83,4,10
312,94,285,83,5,10
328,95,285,83,6,10
325,99,285,83,7,10
285,84,285,84,0,10
288,93,285,84,1,10
345,97,285,84,2,10
333,80,285,84,3,10
297,85,285,84,4,10
312,92,285,84,5,10
328,96,285,84,6,10
325,81,285,84,7,10
285,85,285,85,0,10
288,92,285,85,1,10
345,96,285,85,2,10
333,81,285,85,3,10
297,84,285,85,4,10
312,93,285,85,5,10
328,97,285,85,6,10
325,80,285,85,7,10
285,92,285,92,0,10
288,85,285,92,1,10
345,80,285,92,2,10
333,97,285,92,3,10
297,93,285,92,4,10
312,84,285,92,5,10
328,81,285,92,6,10
325,96,285,92,7,10
285,93,285,93,0,10
288,84,285,93,1,10
345,81,285,93,2,10
333,96,285,93,3,10
297,92,285,93,4,10
312,85,285,93,5,10
328,80,285,93,6,10
325,97,285,93,7,10
285,94,285,94,0,9
288,98,285,94,1,9
345,82,285,94,2,9
333,102,285,94,3,9
297,103,285,94,4,9
312,83,285,94,5,9
328,99,285,94,6,9
325,95,285,94,7,9
285,95,285,95,0,10
288,99,285,95,1,10
345,83,285,95,2,10
333,103,285,95,3,10
297,102,285,95,4,10
312,82,285,95,5,10
328,98,285,95,6,10
325,94,285,95,7,10
285,96,285,96,0,9
288,81,285,96,1,9
345,84,285,96,2,9
333,93,285,96,3,9
297,97,285,96,4,9
312,80,285,96,5,9
328,85,285,96,6,9
325,92,285,96,7,9
285,97,285,97,0,10
288,80,285,97,1,10
345,85,285,97,2,10
333,92,285,97,3,10
297,96,285,97,4,10
312,81,285,97,5,10
328,84,285,97,6,10
325,93,285,97,7,10
285,98,285,98,0,10
288,94,285,98,1,10
345,95,285,98,2,10
333,99,285,98,3,10
297,83,285,98,4,10
312,103,285,98,5,10
328,102,285,98,6,10
325,82,285,98,7,10
285,99,285,99,0,10
288,95,285,99,1,10
345,94,285,99,2,10
333,98,285,99,3,10
297,82,285,99,4,10
312,102,285,99,5,10
328,103,285,99,6,10
325,83,285,99,7,10
285,102,285,102,0,10
288,82,285,102,1,10
345,98,285,102,2,10
333,94,285,102,3,10
297,95,285,102,4,10
312,99,285,102,5,10
328,83,285,102,6,10
325,103,285,102,7,10
285,103,285,103,0,10
288,83,285,103,1,10
345,99,285,103,2,10
333,95,285,103,3,10
297,94,285,103,4,10
312,98,285,103,5,10
328,82,285,103,6,10
325,102,285,103,7,10
285,120,285,120,0,10
288,127,285,120,1,10
345,129,285,120,2,10
333,122,285,120,3,10
297,122,285,120,4,10
312,129,285,120,5,10
328,127,285,120,6,10
325,120,285,120,7,10
285,121,285,121,0,9
288,126,285,121,1,9
345,128,285,121,2,9
333,123,285,121,3,9
297,123,285,121,4,9
312,128,285,121,5,9
328,126,285,121,6,9
325,121,285,121,7,9
285,122,285,122,0,9
288,129,285,122,1,9
345,127,285,122,2,9
333,120,285,122,3,9
297,120,285,122,4,9
312,127,285,122,5,9
328,129,285,122,6,9
325,122,285,122,7,9
285,123,285,123,0,9
288,128,285,123,1,9
345,126,285,123,2,9
333,121,285,123,3,9
297,121,285,123,4,9
312,126,285,123,5,9
328,128,285,123,6,9
325,123,285,123,7,9
285,124,285,124,0,9
288,134,285,124,1,9
345,134,285,124,2,9
333,124,285,124,3,9
297,133,285,124,4,9
312,131,285,124,5,9
328,131,285,124,6,9
325,133,285,124,7,9
285,125,285,125,0,10
288,135,285,125,1,10
345,135,285,125,2,10
333,125,285,125,3,10
297,132,285,125,4,10
312,130,285,125,5,10
328,130,285,125,6,10
325,132,285,125,7,10
285,126,285,126,0,9
288,121,285,126,1,9
345,121,285,126,2,9
333,126,285,126,3,9
297,128,285,126,4,9
312,123,285,126,5,9
328,123,285,126,6,9
325,128,285,126,7,9
285,127,285,127,0,10
288,120,285,127,1,10
345,120,285,127,2,10
333,127,285,127,3,10
297,129,285,127,4,10
312,122,285,127,5,10
328,122,285,127,6,10
325,129,285,127,7,10
285,128,285,128,0,9
288,123,285,128,1,9
345,123,285,128,2,9
333,128,285,128,3,9
297,126,285,128,4,9
312,121,285,128,5,9
328,121,285,128,6,9
325,126,285,128,7,9
285,129,285,129,0,10
288,122,285,129,1,10
345,122,285,129,2,10
333,129,285,129,3,10
297,127,285,129,4,10
312,120,285,129,5,10
328,120,285,129,6,10
325,127,285,129,7,10
285,130,285,130,0,10
288,132,285,130,1,10
345,125,285,130,2,10
333,135,285,130,3,10
297,135,285,130,4,10
312,125,285,130,5,10
328,132,285,130,6,10
325,130,285,130,7,10
285,131,285,131,0,9
288,133,285,131,1,9
345,124,285,131,2,9
333,134,285,131,3,9
297,134,285,131,4,9
312,124,285,131,5,9
328,133,285,131,6,9
325,131,285,131,7,9
285,132,285,132,0,10
288,130,285,132,1,10
345,130,285,132,2,10
333,132,285,132,3,10
297,125,285,132,4,10
312,135,285,132,5,10
328,135,285,132,6,10
325,125,285,132,7,10
285,133,285,133,0,9
288,131,285,133,1,9
345,131,285,133,2,9
333,133,285,133,3,9
297,124,285,133,4,9
312,134,285,133,5,9
328,134,285,133,6,9
325,124,285,133,7,9
285,134,285,134,0,9
288,124,285,134,1,9
345,133,285,134,2,9
333,131,285,134,3,9
297,131,285,134,4,9
312,133,285,134,5,9
328,124,285,134,6,9
325,134,285,134,7,9
285,135,285,135,0,9
288,125,285,135,1,9
345,132,285,135,2,9
333,130,285,135,3,9
297,130,285,135,4,9
312,132,285,135,5,9
328,125,285,135,6,9
325,135,285,135,7,9
285,138,285,138,0,9
288,138,285,138,1,9
345,138,285,138,2,9
333,138,285,138,3,9
297,138,285,138,4,9
312,138,285,138,5,9
328,138,285,138,6,9
325,138,285,138,7,9
285,139,285,139,0,9
288,139,285,139,1,9
345,139,285,139,2,9
333,139,285,139,3,9
297,139,285,139,4,9
312,139,285,139,5,9
328,139,285,139,6,9
325,139,285,139,7,9
292,0,292,0,0,9
295,0,292,0,1,9
293,0,292,0,4,9
294,0,292,0,5,9
292,3,292,3,0,11
295,3,292,3,1,11
293,3,292,3,4,11
294,3,292,3,5,11
292,12,292,12,0,9
295,27,292,12,1,9
293,21,292,12,4,9
294,34,292,12,5,9
292,14,292,14,0,9
295,35,292,14,1,9
295,29,292,14,2,9
292,22,292,14,3,9
293,22,292,14,4,9
294,29,292,14,5,9
294,35,292,14,6,9
293,14,292,14,7,9
292,15,292,15,0,9
295,36,292,15,1,9
295,30,292,15,2,9
292,23,292,15,3,9
293,23,292,15,4,9
294,30,292,15,5,9
294,36,292,15,6,9
293,15,292,15,7,9
292,17,292,17,0,10
295,32,292,17,1,10
293,24,292,17,4,10
294,37,292,17,5,10
292,21,292,21,0,10
295,34,292,21,1,10
293,12,292,21,4,10
294,27,292,21,5,10
292,24,292,24,0,10
295,37,292,24,1,10
293,17,292,24,4,10
294,32,292,24,5,10
292,27,292,27,0,9
295,12,292,27,1,9
295,21,292,27,2,9
292,34,292,27,3,9
293,34,292,27,4,9
294,21,292,27,5,9
294,12,292,27,6,9
293,27,292,27,7,9
292,29,292,29,0,9
295,22,292,29,1,9
293,35,292,29,4,9
294,14,292,29,5,9
292,30,292,30,0,10
295,23,292,30,1,10
293,36,292,30,4,10
294,15,292,30,5,10
292,32,292,32,0,9
295,17,292,32,1,9
295,24,292,32,2,9
292,37,292,32,3,9
293,37,292,32,4,9
294,24,292,32,5,9
294,17,292,32,6,9
293,32,292,32,7,9
292,35,292,35,0,10
295,14,292,35,1,10
293,29,292,35,4,10
294,22,292,35,5,10
292,36,292,36,0,10
295,15,292,36,1,10
293,30,292,36,4,10
294,23,292,36,5,10
292,42,292,42,0,9
295,68,292,42,1,9
295,67,292,42,2,9
292,43,292,42,3,9
293,65,292,42,4,9
294,47,292,42,5,9
294,46,292,42,6,9
293,66,292,42,7,9
292,46,292,46,0,9
295,66,292,46,1,9
295,42,292,46,2,9
292,68,292,46,3,9
293,67,292,46,4,9
294,43,292,46,5,9
294,65,292,46,6,9
293,47,292,46,7,9
292,47,292,47,0,9
295,65,292,47,1,9
295,43,292,47,2,9
292,67,292,47,3,9
293,68,292,47,4,9
294,42,292,47,5,9
294,66,292,47,6,9
293,46,292,47,7,9
292,48,292,48,0,9
295,72,292,48,1,9
295,52,292,48,2,9
292,70,292,48,3,9
293,69,292,48,4,9
294,53,292,48,5,9
294,71,292,48,6,9
293,49,292,48,7,9
292,49,292,49,0,9
295,71,292,49,1,9
295,53,292,49,2,9
292,69,292,49,3,9
293,70,292,49,4,9
294,52,292,49,5,9
294,72,292,49,6,9
293,48,292,49,7,9
292,52,292,52,0,10
295,70,292,52,1,10
295,69,292,52,2,10
292,53,292,52,3,10
293,71,292,52,4,10
294,49,292,52,5,10
294,48,292,52,6,10
293,72,292,52,7,10
292,54,292,54,0,9
295,79,292,54,1,9
293,54,292,54,4,9
294,79,292,54,5,9
292,55,292,55,0,9
295,55,292,55,1,9
295,58,292,55,2,9
292,61,292,55,3,9
293,74,292,55,4,9
294,74,292,55,5,9
294,61,292,55,6,9
293,58,292,55,7,9
292,57,292,57,0,9
295,64,292,57,1,9
295,73,292,57,2,9
292,73,292,57,3,9
293,64,292,57,4,9
294,57,292,57,5,9
294,60,292,57,6,9
293,60,292,57,7,9
292,58,292,58,0,10
295,61,292,58,1,10
295,74,292,58,2,10
292,74,292,58,3,10
293,61,292,58,4,10
294,58,292,58,5,10
294,55,292,58,6,10
293,55,292,58,7,10
292,60,292,60,0,10
295,60,292,60,1,10
295,57,292,60,2,10
292,64,292,60,3,10
293,73,292,60,4,10
294,73,292,60,5,10
294,64,292,60,6,10
293,57,292,60,7,10
292,65,292,65,0,10
295,47,292,65,1,10
295,46,292,65,2,10
292,66,292,65,3,10
293,42,292,65,4,10
294,68,292,65,5,10
294,67,292,65,6,10
293,43,292,65,7,10
292,71,292,71,0,10
295,49,292,71,1,10
295,48,292,71,2,10
292,72,292,71,3,10
293,52,292,71,4,10
294,70,292,71,5,10
294,69,292,71,6,10
293,53,292,71,7,10
292,79,292,79,0,9
295,54,292,79,1,9
293,79,292,79,4,9
294,54,292,79,5,9
292,86,292,86,0,10
295,90,292,86,1,10
295,88,292,86,2,10
292,91,292,86,3,10
293,91,292,86,4,10
294,88,292,86,5,10
294,90,292,86,6,10
293,86,292,86,7,10
292,87,292,87,0,9
295,100,292,87,1,9
293,101,292,87,4,9
294,89,292,87,5,9
292,88,292,88,0,10
295,91,292,88,1,10
293,90,292,88,4,10
294,86,292,88,5,10
292,89,292,89,0,10
295,101,292,89,1,10
295,87,292,89,2,10
292,100,292,89,3,10
293,100,292,89,4,10
294,87,292,89,5,10
294,101,292,89,6,10
293,89,292,89,7,10
292,90,292,90,0,10
295,86,292,90,1,10
293,88,292,90,4,10
294,91,292,90,5,10
292,101,292,101,0,9
295,89,292,101,1,9
293,87,292,101,4,9
294,100,292,101,5,9
292,104,292,104,0,9
295,117,292,104,1,9
295,118,292,104,2,9
292,106,292,104,3,9
293,105,292,104,4,9
294,116,292,104,5,9
294,119,292,104,6,9
293,107,292,104,7,9
292,105,292,105,0,9
295,116,292,105,1,9
295,119,292,105,2,9
292,107,292,105,3,9
293,104,292,105,4,9
294,117,292,105,5,9
294,118,292,105,6,9
293,106,292,105,7,9
292,108,292,108,0,10
295,109,292,108,1,10
295,112,292,108,2,10
292,111,292,108,3,10
293,114,292,108,4,10
294,115,292,108,5,10
294,110,292,108,6,10
293,113,292,108,7,10
292,109,292,109,0,10
295,108,292,109,1,10
295,113,292,109,2,10
292,110,292,109,3,10
293,115,292,109,4,10
294,114,292,109,5,10
294,111,292,109,6,10
293,112,292,109,7,10
292,112,292,112,0,9
295,111,292,112,1,9
295,114,292,112,2,9
292,115,292,112,3,9
293,110,292,112,4,9
294,113,292,112,5,9
294,108,292,112,6,9
293,109,292,112,7,9
292,113,292,113,0,9
295,110,292,113,1,9
295,115,292,113,2,9
292,114,292,113,3,9
293,111,292,113,4,9
294,112,292,113,5,9
294,109,292,113,6,9
293,108,292,113,7,9
292,116,292,116,0,9
295,105,292,116,1,9
295,106,292,116,2,9
292,118,292,116,3,9
293,117,292,116,4,9
294,104,292,116,5,9
294,107,292,116,6,9
293,119,292,116,7,9
292,117,292,117,0,9
295,104,292,117,1,9
295,107,292,117,2,9
292,119,292,117,3,9
293,116,292,117,4,9
294,105,292,117,5,9
294,106,292,117,6,9
293,118,292,117,7,9
292,136,292,136,0,9
295,137,292,136,1,9
295,136,292,136,2,9
292,137,292,136,3,9
293,136,292,136,4,9
294,137,292,136,5,9
294,136,292,136,6,9
293,137,292,136,7,9
296,0,296,0,0,11
300,0,296,0,1,11
327,0,296,0,2,11
324,0,296,0,3,11
299,0,296,0,4,11
303,0,296,0,5,11
330,0,296,0,6,11
321,0,296,0,7,11
296,3,296,3,0,9
300,3,296,3,1,9
327,3,296,3,2,9
324,3,296,3,3,9
299,3,296,3,4,9
303,3,296,3,5,9
330,3,296,3,6,9
321,3,296,3,7,9
296,12,296,12,0,10
300,27,296,12,1,10
327,27,296,12,2,10
324,12,296,12,3,10
299,21,296,12,4,10
303,34,296,12,5,10
330,34,296,12,6,10
321,21,296,12,7,10
296,14,296,14,0,10
300,35,296,14,1,10
327,29,296,14,2,10
324,22,296,14,3,10
299,22,296,14,4,10
303,29,296,14,5,10
330,35,296,14,6,10
321,14,296,14,7,10
296,15,296,15,0,10
300,36,296,15,1,10
327,30,296,15,2,10
324,23,296,15,3,10
299,23,296,15,4,10
303,30,296,15,5,10
330,36,296,15,6,10
321,15,296,15,7,10
296,17,296,17,0,9
300,32,296,17,1,9
327,32,296,17,2,9
324,17,296,17,3,9
299,24,296,17,4,9
303,37,296,17,5,9
330,37,296,17,6,9
321,24,296,17,7,9
296,21,296,21,0,10
300,34,296,21,1,10
327,34,296,21,2,10
324,21,296,21,3,10
299,12,296,21,4,10
303,27,296,21,5,10
330,27,296,21,6,10
321,12,296,21,7,10
296,22,296,22,0,10
300,29,296,22,1,10
327,35,296,22,2,10
324,14,296,22,3,10
299,14,296,22,4,10
303,35,296,22,5,10
330,29,296,22,6,10
321,22,296,22,7,10
296,23,296,23,0,10
300,30,296,23,1,10
327,36,296,23,2,10
324,15,296,23,3,10
299,15,296,23,4,10
303,36,296,23,5,10
330,30,296,23,6,10
321,23,296,23,7,10
296,24,296,24,0,10
300,37,296,24,1,10
327,37,296,24,2,10
324,24,296,24,3,10
299,17,296,24,4,10
303,32,296,24,5,10
330,32,296,24,6,10
321,17,296,24,7,10
296,27,296,27,0,10
300,12,296,27,1,10
327,21,296,27,2,10
324,34,296,27,3,10
299,34,296,27,4,10
303,21,296,27,5,10
330,12,296,27,6,10
321,27,296,27,7,10
296,29,296,29,0,10
300,22,296,29,1,10
327,22,296,29,2,10
324,29,296,29,3,10
299,35,296,29,4,10
303,14,296,29,5,10
330,14,296,29,6,10
321,35,296,29,7,10
296,30,296,30,0,9
300,23,296,30,1,9
327,23,296,30,2,9
324,30,296,30,3,9
299,36,296,30,4,9
303,15,296,30,5,9
330,15,296,30,6,9
321,36,296,30,7,9
296,32,296,32,0,10
300,17,296,32,1,10
327,24,296,32,2,10
324,37,296,32,3,10
299,37,296,32,4,10
303,24,296,32,5,10
330,17,296,32,6,10
321,32,296,32,7,10
296,34,296,34,0,10
300,21,296,34,1,10
327,12,296,34,2,10
324,27,296,34,3,10
299,27,296,34,4,10
303,12,296,34,5,10
330,21,296,34,6,10
321,34,296,34,7,10
296,35,296,35,0,10
300,14,296,35,1,10
327,14,296,35,2,10
324,35,296,35,3,10
299,29,296,35,4,10
303,22,296,35,5,10
330,22,296,35,6,10
321,29,296,35,7,10
296,36,296,36,0,10
300,15,296,36,1,10
327,15,296,36,2,10
324,36,296,36,3,10
299,30,296,36,4,10
303,23,296,36,5,10
330,23,296,36,6,10
321,30,296,36,7,10
296,37,296,37,0,10
300,24,296,37,1,10
327,17,296,37,2,10
324,32,296,37,3,10
299,32,296,37,4,10
303,17,296,37,5,10
330,24,296,37,6,10
321,37,296,37,7,10
296,42,296,42,0,10
300,68,296,42,1,10
327,67,296,42,2,10
324,43,296,42,3,10
299,65,296,42,4,10
303,47,296,42,5,10
330,46,296,42,6,10
321,66,296,42,7,10
296,43,296,43,0,10
300,67,296,43,1,10
327,68,296,43,2,10
324,42,296,43,3,10
299,66,296,43,4,10
303,46,296,43,5,10
330,47,296,43,6,10
321,65,296,43,7,10
296,46,296,46,0,10
300,66,296,46,1,10
327,42,296,46,2,10
324,68,296,46,3,10
299,67,296,46,4,10
303,43,296,46,5,10
330,65,296,46,6,10
321,47,296,46,7,10
296,47,296,47,0,10
300,65,296,47,1,10
327,43,296,47,2,10
324,67,296,47,3,10
299,68,296,47,4,10
303,42,296,47,5,10
330,66,296,47,6,10
321,46,296,47,7,10
296,48,296,48,0,10
300,72,296,48,1,10
327,52,296,48,2,10
324,70,296,48,3,10
299,69,296,48,4,10
303,53,296,48,5,10
330,71,296,48,6,10
321,49,296,48,7,10
296,49,296,49,0,10
300,71,296,49,1,10
327,53,296,49,2,10
324,69,296,49,3,10
299,70,296,49,4,10
303,52,296,49,5,10
330,72,296,49,6,10
321,48,296,49,7,10
296,52,296,52,0,9
300,70,296,52,1,9
327,69,296,52,2,9
324,53,296,52,3,9
299,71,296,52,4,9
303,49,296,52,5,9
330,48,296,52,6,9
321,72,296,52,7,9
296,53,296,53,0,9
300,69,296,53,1,9
327,70,296,53,2,9
324,52,296,53,3,9
299,72,296,53,4,9
303,48,296,53,5,9
330,49,296,53,6,9
321,71,296,53,7,9
296,54,296,54,0,9
300,79,296,54,1,9
327,79,296,54,2,9
324,54,296,54,3,9
299,54,296,54,4,9
303,79,296,54,5,9
330,79,296,54,6,9
321,54,296,54,7,9
296,55,296,55,0,10
300,55,296,55,1,10
327,58,296,55,2,10
324,61,296,55,3,10
299,74,296,55,4,10
303,74,296,55,5,10
330,61,296,55,6,10
321,58,296,55,7,10
296,57,296,57,0,10
300,64,296,57,1,10
327,73,296,57,2,10
324,73,296,57,3,10
299,64,296,57,4,10
303,57,296,57,5,10
330,60,296,57,6,10
321,60,296,57,7,10
296,58,296,58,0,10
300,61,296,58,1,10
327,74,296,58,2,10
324,74,296,58,3,10
299,61,296,58,4,10
303,58,296,58,5,10
330,55,296,58,6,10
321,55,296,58,7,10
296,60,296,60,0,10
300,60,296,60,1,10
327,57,296,60,2,10
324,64,296,60,3,10
299,73,296,60,4,10
303,73,296,60,5,10
330,64,296,60,6,10
321,57,296,60,7,10
296,61,296,61,0,10
300,58,296,61,1,10
327,55,296,61,2,10
324,55,296,61,3,10
299,58,296,61,4,10
303,61,296,61,5,10
330,74,296,61,6,10
321,74,296,61,7,10
296,64,296,64,0,10
300,57,296,64,1,10
327,60,296,64,2,10
324,60,296,64,3,10
299,57,296,64,4,10
303,64,296,64,5,10
330,73,296,64,6,10
321,73,296,64,7,10
296,65,296,65,0,10
300,47,296,65,1,10
327,46,296,65,2,10
324,66,296,65,3,10
299,42,296,65,4,10
303,68,296,65,5,10
330,67,296,65,6,10
321,43,296,65,7,10
296,66,296,66,0,10
300,46,296,66,1,10
327,47,296,66,2,10
324,65,296,66,3,10
299,43,296,66,4,10
303,67,296,66,5,10
330,68,296,66,6,10
321,42,296,66,7,10
296,67,296,67,0,10
300,43,296,67,1,10
327,65,296,67,2,10
324,47,296,67,3,10
299,46,296,67,4,10
303,66,296,67,5,10
330,42,296,67,6,10
321,68,296,67,7,10
296,68,296,68,0,10
300,42,296,68,1,10
327,66,296,68,2,10
324,46,296,68,3,10
299,47,296,68,4,10
303,65,296,68,5,10
330,43,296,68,6,10
321,67,296,68,7,10
296,69,296,69,0,10
300,53,296,69,1,10
327,71,296,69,2,10
324,49,296,69,3,10
299,48,296,69,4,10
303,72,296,69,5,10
330,52,296,69,6,10
321,70,296,69,7,10
296,70,296,70,0,10
300,52,296,70,1,10
327,72,296,70,2,10
324,48,296,70,3,10
299,49,296,70,4,10
303,71,296,70,5,10
330,53,296,70,6,10
321,69,296,70,7,10
296,71,296,71,0,10
300,49,296,71,1,10
327,48,296,71,2,10
324,72,296,71,3,10
299,52,296,71,4,10
303,70,296,71,5,10
330,69,296,71,6,10
321,53,296,71,7,10
296,72,296,72,0,10
300,48,296,72,1,10
327,49,296,72,2,10
324,71,296,72,3,10
299,53,296,72,4,10
303,69,296,72,5,10
330,70,296,72,6,10
321,52,296,72,7,10
296,73,296,73,0,10
300,73,296,73,1,10
327,64,296,73,2,10
324,57,296,73,3,10
299,60,296,73,4,10
303,60,296,73,5,10
330,57,296,73,6,10
321,64,296,73,7,10
296,74,296,74,0,10
300,74,296,74,1,10
327,61,296,74,2,10
324,58,296,74,3,10
299,55,296,74,4,10
303,55,296,74,5,10
330,58,296,74,6,10
321,61,296,74,7,10
296,79,296,79,0,9
300,54,296,79,1,9
327,54,296,79,2,9
324,79,296,79,3,9
299,79,296,79,4,9
303,54,296,79,5,9
330,54,296,79,6,9
321,79,296,79,7,9
296,86,296,86,0,10
300,90,296,86,1,10
327,88,296,86,2,10
324,91,296,86,3,10
299,91,296,86,4,10
303,88,296,86,5,10
330,90,296,86,6,10
321,86,296,86,7,10
296,87,296,87,0,10
300,100,296,87,1,10
327,100,296,87,2,10
324,87,296,87,3,10
299,101,296,87,4,10
303,89,296,87,5,10
330,89,296,87,6,10
321,101,296,87,7,10
296,88,296,88,0,10
300,91,296,88,1,10
327,91,296,88,2,10
324,88,296,88,3,10
299,90,296,88,4,10
303,86,296,88,5,10
330,86,296,88,6,10
321,90,296,88,7,10
296,89,296,89,0,10
300,101,296,89,1,10
327,87,296,89,2,10
324,100,296,89,3,10
299,100,296,89,4,10
303,87,296,89,5,10
330,101,296,89,6,10
321,89,296,89,7,10
296,90,296,90,0,10
300,86,296,90,1,10
327,86,296,90,2,10
324,90,296,90,3,10
299,88,296,90,4,10
303,91,296,90,5,10
330,91,296,90,6,10
321,88,296,90,7,10
296,91,296,91,0,10
300,88,296,91,1,10
327,90,296,91,2,10
324,86,296,91,3,10
299,86,296,91,4,10
303,90,296,91,5,10
330,88,296,91,6,10
321,91,296,91,7,10
296,100,296,100,0,10
300,87,296,100,1,10
327,101,296,100,2,10
324,89,296,100,3,10
299,89,296,100,4,10
303,101,296,100,5,10
330,87,296,100,6,10
321,100,296,100,7,10
296,101,296,101,0,10
300,89,296,101,1,10
327,89,296,101,2,10
324,101,296,101,3,10
299,87,296,101,4,10
303,100,296,101,5,10
330,100,296,101,6,10
321,87,296,101,7,10
296,104,296,104,0,9
300,117,296,104,1,9
327,118,296,104,2,9
324,106,296,104,3,9
299,105,296,104,4,9
303,116,296,104,5,9
330,119,296,104,6,9
321,107,296,104,7,9
296,105,296,105,0,9
300,116,296,105,1,9
327,119,296,105,2,9
324,107,296,105,3,9
299,104,296,105,4,9
303,117,296,105,5,9
330,118,296,105,6,9
321,106,296,105,7,9
296,106,296,106,0,9
300,118,296,106,1,9
327,117,296,106,2,9
324,104,296,106,3,9
299,107,296,106,4,9
303,119,296,106,5,9
330,116,296,106,6,9
321,105,296,106,7,9
296,107,296,107,0,9
300,119,296,107,1,9
327,116,296,107,2,9
324,105,296,107,3,9
299,106,296,107,4,9
303,118,296,107,5,9
330,117,296,107,6,9
321,104,296,107,7,9
296,108,296,108,0,10
300,109,296,108,1,10
327,112,296,108,2,10
324,111,296,108,3,10
299,114,296,108,4,10
303,115,296,108,5,10
330,110,296,108,6,10
321,113,296,108,7,10
296,109,296,109,0,10
300,108,296,109,1,10
327,113,296,109,2,10
324,110,296,109,3,10
299,115,296,109,4,10
303,114,296,109,5,10
330,111,296,109,6,10
321,112,296,109,7,10
296,110,296,110,0,9
300,113,296,110,1,9
327,108,296,110,2,9
324,109,296,110,3,9
299,112,296,110,4,9
303,111,296,110,5,9
330,114,296,110,6,9
321,115,296,110,7,9
296,111,296,111,0,9
300,112,296,111,1,9
327,109,296,111,2,9
324,108,296,111,3,9
299,113,296,111,4,9
303,110,296,111,5,9
330,115,296,111,6,9
321,114,296,111,7,9
