corner_class,edge_class,canonical_a,canonical_b,sym,length
108,89,108,89,0,6
108,101,108,89,1,6
111,87,108,89,2,6
110,100,108,89,3,6
109,100,108,89,4,6
109,87,108,89,5,6
110,101,108,89,6,6
111,89,108,89,7,6
108,104,108,104,0,10
108,117,108,104,1,10
111,118,108,104,2,10
110,106,108,104,3,10
109,105,108,104,4,10
109,116,108,104,5,10
110,119,108,104,6,10
111,107,108,104,7,10
108,105,108,105,0,10
108,116,108,105,1,10
111,119,108,105,2,10
110,107,108,105,3,10
109,104,108,105,4,10
109,117,108,105,5,10
110,118,108,105,6,10
111,106,108,105,7,10
108,106,108,106,0,6
108,118,108,106,1,6
111,117,108,106,2,6
110,104,108,106,3,6
109,107,108,106,4,6
109,119,108,106,5,6
110,116,108,106,6,6
111,105,108,106,7,6
108,107,108,107,0,6
108,119,108,107,1,6
111,116,108,107,2,6
110,105,108,107,3,6
109,106,108,107,4,6
109,118,108,107,5,6
110,117,108,107,6,6
111,104,108,107,7,6
108,108,108,108,0,7
108,109,108,108,1,7
111,112,108,108,2,7
110,111,108,108,3,7
109,114,108,108,4,7
109,115,108,108,5,7
110,110,108,108,6,7
111,113,108,108,7,7
108,110,108,110,0,8
108,113,108,110,1,8
111,108,108,110,2,8
110,109,108,110,3,8
109,112,108,110,4,8
109,111,108,110,5,8
110,114,108,110,6,8
111,115,108,110,7,8
108,111,108,111,0,8
108,112,108,111,1,8
111,109,108,111,2,8
110,108,108,111,3,8
109,113,108,111,4,8
109,110,108,111,5,8
110,115,108,111,6,8
111,114,108,111,7,8
108,114,108,114,0,7
108,115,108,114,1,7
111,110,108,114,2,7
110,113,108,114,3,7
109,108,108,114,4,7
109,109,108,114,5,7
110,112,108,114,6,7
111,111,108,114,7,7
108,136,108,136,0,7
108,137,108,136,1,7
111,136,108,136,2,7
110,137,108,136,3,7
109,136,108,136,4,7
109,137,108,136,5,7
110,136,108,136,6,7
111,137,108,136,7,7
112,1,112,1,0,6
129,2,112,1,1,6
126,1,112,1,2,6
127,2,112,1,3,6
128,1,112,1,4,6
113,2,112,1,5,6
114,1,112,1,6,6
115,2,112,1,7,6
112,2,112,2,0,8
129,1,112,2,1,8
126,2,112,2,2,8
127,1,112,2,3,8
128,2,112,2,4,8
113,1,112,2,5,8
114,2,112,2,6,8
115,1,112,2,7,8
112,4,112,4,0,8
129,9,112,4,1,8
126,6,112,4,2,8
127,10,112,4,3,8
128,5,112,4,4,8
113,8,112,4,5,8
114,7,112,4,6,8
115,11,112,4,7,8
112,5,112,5,0,7
129,8,112,5,1,7
126,7,112,5,2,7
127,11,112,5,3,7
128,4,112,5,4,7
113,9,112,5,5,7
114,6,112,5,6,7
115,10,112,5,7,7
112,6,112,6,0,7
129,10,112,6,1,7
126,5,112,6,2,7
127,8,112,6,3,7
128,7,112,6,4,7
113,11,112,6,5,7
114,4,112,6,6,7
115,9,112,6,7,7
112,7,112,7,0,7
129,11,112,7,1,7
126,4,112,7,2,7
127,9,112,7,3,7
128,6,112,7,4,7
113,10,112,7,5,7
114,5,112,7,6,7
115,8,112,7,7,7
112,8,112,8,0,9
129,5,112,8,1,9
126,10,112,8,2,9
127,6,112,8,3,9
128,9,112,8,4,9
113,4,112,8,5,9
114,11,112,8,6,9
115,7,112,8,7,9
112,9,112,9,0,8
129,4,112,9,1,8
126,11,112,9,2,8
127,7,112,9,3,8
128,8,112,9,4,8
113,5,112,9,5,8
114,10,112,9,6,8
115,6,112,9,7,8
112,10,112,10,0,7
129,6,112,10,1,7
126,9,112,10,2,7
127,4,112,10,3,7
128,11,112,10,4,7
113,7,112,10,5,7
114,8,112,10,6,7
115,5,112,10,7,7
112,11,112,11,0,7
129,7,112,11,1,7
126,8,112,11,2,7
127,5,112,11,3,7
128,10,112,11,4,7
113,6,112,11,5,7
114,9,112,11,6,7
115,4,112,11,7,7
112,13,112,13,0,7
129,38,112,13,1,7
126,28,112,13,2,7
127,41,112,13,3,7
128,16,112,13,4,7
113,39,112,13,5,7
114,31,112,13,6,7
115,40,112,13,7,7
112,16,112,16,0,8
129,39,112,16,1,8
126,31,112,16,2,8
127,40,112,16,3,8
128,13,112,16,4,8
113,38,112,16,5,8
114,28,112,16,6,8
115,41,112,16,7,8
112,18,112,18,0,8
129,33,112,18,1,8
126,33,112,18,2,8
127,18,112,18,3,8
128,18,112,18,4,8
113,33,112,18,5,8
114,33,112,18,6,8
115,18,112,18,7,8
112,19,112,19,0,6
129,20,112,19,1,6
126,25,112,19,2,6
127,26,112,19,3,6
128,26,112,19,4,6
113,25,112,19,5,6
114,20,112,19,6,6
115,19,112,19,7,6
112,20,112,20,0,9
129,19,112,20,1,9
126,19,112,20,2,9
127,20,112,20,3,9
128,25,112,20,4,9
113,26,112,20,5,9
114,26,112,20,6,9
115,25,112,20,7,9
112,25,112,25,0,7
129,26,112,25,1,7
126,26,112,25,2,7
127,25,112,25,3,7
128,20,112,25,4,7
113,19,112,25,5,7
114,19,112,25,6,7
115,20,112,25,7,7
112,26,112,26,0,8
129,25,112,26,1,8
126,20,112,26,2,8
127,19,112,26,3,8
128,19,112,26,4,8
113,20,112,26,5,8
114,25,112,26,6,8
115,26,112,26,7,8
112,28,112,28,0,8
129,41,112,28,1,8
126,16,112,28,2,8
127,39,112,28,3,8
128,31,112,28,4,8
113,40,112,28,5,8
114,13,112,28,6,8
115,38,112,28,7,8
112,31,112,31,0,8
129,40,112,31,1,8
126,13,112,31,2,8
127,38,112,31,3,8
128,28,112,31,4,8
113,41,112,31,5,8
114,16,112,31,6,8
115,39,112,31,7,8
112,33,112,33,0,6
129,18,112,33,1,6
126,18,112,33,2,6
127,33,112,33,3,6
128,33,112,33,4,6
113,18,112,33,5,6
114,18,112,33,6,6
115,33,112,33,7,6
112,38,112,38,0,8
129,13,112,38,1,8
126,40,112,38,2,8
127,31,112,38,3,8
128,39,112,38,4,8
113,16,112,38,5,8
114,41,112,38,6,8
115,28,112,38,7,8
112,39,112,39,0,7
129,16,112,39,1,7
126,41,112,39,2,7
127,28,112,39,3,7
128,38,112,39,4,7
113,13,112,39,5,7
114,40,112,39,6,7
115,31,112,39,7,7
112,40,112,40,0,8
129,31,112,40,1,8
126,39,112,40,2,8
127,16,112,40,3,8
128,41,112,40,4,8
113,28,112,40,5,8
114,38,112,40,6,8
115,13,112,40,7,8
112,41,112,41,0,8
129,28,112,41,1,8
126,38,112,41,2,8
127,13,112,41,3,8
128,40,112,41,4,8
113,31,112,41,5,8
114,39,112,41,6,8
115,16,112,41,7,8
112,44,112,44,0,8
129,51,112,44,1,8
126,76,112,44,2,8
127,76,112,44,3,8
128,51,112,44,4,8
113,44,112,44,5,8
114,77,112,44,6,8
115,77,112,44,7,8
112,45,112,45,0,8
129,50,112,45,1,8
126,75,112,45,2,8
127,75,112,45,3,8
128,50,112,45,4,8
113,45,112,45,5,8
114,78,112,45,6,8
115,78,112,45,7,8
112,50,112,50,0,8
129,45,112,50,1,8
126,78,112,50,2,8
127,78,112,50,3,8
128,45,112,50,4,8
113,50,112,50,5,8
114,75,112,50,6,8
115,75,112,50,7,8
112,51,112,51,0,8
129,44,112,51,1,8
126,77,112,51,2,8
127,77,112,51,3,8
128,44,112,51,4,8
113,51,112,51,5,8
114,76,112,51,6,8
115,76,112,51,7,8
112,56,112,56,0,9
129,63,112,56,1,9
126,63,112,56,2,9
127,56,112,56,3,9
128,59,112,56,4,9
113,62,112,56,5,9
114,62,112,56,6,9
115,59,112,56,7,9
112,59,112,59,0,8
129,62,112,59,1,8
126,62,112,59,2,8
127,59,112,59,3,8
128,56,112,59,4,8
113,63,112,59,5,8
114,63,112,59,6,8
115,56,112,59,7,8
112,62,112,62,0,7
129,59,112,62,1,7
126,56,112,62,2,7
127,63,112,62,3,7
128,63,112,62,4,7
113,56,112,62,5,7
114,59,112,62,6,7
115,62,112,62,7,7
112,63,112,63,0,9
129,56,112,63,1,9
126,59,112,63,2,9
127,62,112,63,3,9
128,62,112,63,4,9
113,59,112,63,5,9
114,56,112,63,6,9
115,63,112,63,7,9
112,75,112,75,0,8
129,75,112,75,1,8
126,50,112,75,2,8
127,45,112,75,3,8
128,78,112,75,4,8
113,78,112,75,5,8
114,45,112,75,6,8
115,50,112,75,7,8
112,76,112,76,0,7
129,76,112,76,1,7
126,51,112,76,2,7
127,44,112,76,3,7
128,77,112,76,4,7
113,77,112,76,5,7
114,44,112,76,6,7
115,51,112,76,7,7
112,77,112,77,0,8
129,77,112,77,1,8
126,44,112,77,2,8
127,51,112,77,3,8
128,76,112,77,4,8
113,76,112,77,5,8
114,51,112,77,6,8
115,44,112,77,7,8
112,78,112,78,0,7
129,78,112,78,1,7
126,45,112,78,2,7
127,50,112,78,3,7
128,75,112,78,4,7
113,75,112,78,5,7
114,50,112,78,6,7
115,45,112,78,7,7
112,80,112,80,0,6
129,97,112,80,1,6
126,93,112,80,2,6
127,84,112,80,3,6
128,81,112,80,4,6
113,96,112,80,5,6
114,92,112,80,6,6
115,85,112,80,7,6
112,81,112,81,0,7
129,96,112,81,1,7
126,92,112,81,2,7
127,85,112,81,3,7
128,80,112,81,4,7
113,97,112,81,5,7
114,93,112,81,6,7
115,84,112,81,7,7
112,82,112,82,0,8
129,102,112,82,1,8
126,103,112,82,2,8
127,83,112,82,3,8
128,99,112,82,4,8
113,95,112,82,5,8
114,94,112,82,6,8
115,98,112,82,7,8
112,83,112,83,0,9
129,103,112,83,1,9
126,102,112,83,2,9
127,82,112,83,3,9
128,98,112,83,4,9
113,94,112,83,5,9
114,95,112,83,6,9
115,99,112,83,7,9
112,84,112,84,0,7
129,93,112,84,1,7
126,97,112,84,2,7
127,80,112,84,3,7
128,85,112,84,4,7
113,92,112,84,5,7
114,96,112,84,6,7
115,81,112,84,7,7
112,85,112,85,0,7
129,92,112,85,1,7
126,96,112,85,2,7
127,81,112,85,3,7
128,84,112,85,4,7
113,93,112,85,5,7
114,97,112,85,6,7
115,80,112,85,7,7
112,92,112,92,0,6
129,85,112,92,1,6
126,80,112,92,2,6
127,97,112,92,3,6
128,93,112,92,4,6
113,84,112,92,5,6
114,81,112,92,6,6
115,96,112,92,7,6
112,93,112,93,0,7
129,84,112,93,1,7
126,81,112,93,2,7
127,96,112,93,3,7
128,92,112,93,4,7
113,85,112,93,5,7
114,80,112,93,6,7
115,97,112,93,7,7
112,94,112,94,0,8
129,98,112,94,1,8
126,82,112,94,2,8
127,102,112,94,3,8
128,103,112,94,4,8
113,83,112,94,5,8
114,99,112,94,6,8
115,95,112,94,7,8
112,95,112,95,0,9
129,99,112,95,1,9
126,83,112,95,2,9
127,103,112,95,3,9
128,102,112,95,4,9
113,82,112,95,5,9
114,98,112,95,6,9
115,94,112,95,7,9
112,96,112,96,0,7
129,81,112,96,1,7
126,84,112,96,2,7
127,93,112,96,3,7
128,97,112,96,4,7
113,80,112,96,5,7
114,85,112,96,6,7
115,92,112,96,7,7
112,97,112,97,0,7
129,80,112,97,1,7
126,85,112,97,2,7
127,92,112,97,3,7
128,96,112,97,4,7
113,81,112,97,5,7
114,84,112,97,6,7
115,93,112,97,7,7
112,98,112,98,0,8
129,94,112,98,1,8
126,95,112,98,2,8
127,99,112,98,3,8
128,83,112,98,4,8
113,103,112,98,5,8
114,102,112,98,6,8
115,82,112,98,7,8
112,99,112,99,0,8
129,95,112,99,1,8
126,94,112,99,2,8
127,98,112,99,3,8
128,82,112,99,4,8
113,102,112,99,5,8
114,103,112,99,6,8
115,83,112,99,7,8
112,102,112,102,0,9
129,82,112,102,1,9
126,98,112,102,2,9
127,94,112,102,3,9
128,95,112,102,4,9
113,99,112,102,5,9
114,83,112,102,6,9
115,103,112,102,7,9
112,103,112,103,0,8
129,83,112,103,1,8
126,99,112,103,2,8
127,95,112,103,3,8
128,94,112,103,4,8
113,98,112,103,5,8
114,82,112,103,6,8
115,102,112,103,7,8
112,120,112,120,0,7
129,127,112,120,1,7
126,129,112,120,2,7
127,122,112,120,3,7
128,122,112,120,4,7
113,129,112,120,5,7
114,127,112,120,6,7
115,120,112,120,7,7
112,121,112,121,0,7
129,126,112,121,1,7
126,128,112,121,2,7
127,123,112,121,3,7
128,123,112,121,4,7
113,128,112,121,5,7
114,126,112,121,6,7
115,121,112,121,7,7
112,122,112,122,0,7
129,129,112,122,1,7
126,127,112,122,2,7
127,120,112,122,3,7
128,120,112,122,4,7
113,127,112,122,5,7
114,129,112,122,6,7
115,122,112,122,7,7
112,123,112,123,0,6
129,128,112,123,1,6
126,126,112,123,2,6
127,121,112,123,3,6
128,121,112,123,4,6
113,126,112,123,5,6
114,128,112,123,6,6
115,123,112,123,7,6
112,124,112,124,0,9
129,134,112,124,1,9
126,134,112,124,2,9
127,124,112,124,3,9
128,133,112,124,4,9
113,131,112,124,5,9
114,131,112,124,6,9
115,133,112,124,7,9
112,125,112,125,0,8
129,135,112,125,1,8
126,135,112,125,2,8
127,125,112,125,3,8
128,132,112,125,4,8
113,130,112,125,5,8
114,130,112,125,6,8
115,132,112,125,7,8
112,126,112,126,0,7
129,121,112,126,1,7
126,121,112,126,2,7
127,126,112,126,3,7
128,128,112,126,4,7
113,123,112,126,5,7
114,123,112,126,6,7
115,128,112,126,7,7
112,127,112,127,0,7
129,120,112,127,1,7
126,120,112,127,2,7
127,127,112,127,3,7
128,129,112,127,4,7
113,122,112,127,5,7
114,122,112,127,6,7
115,129,112,127,7,7
112,128,112,128,0,7
129,123,112,128,1,7
126,123,112,128,2,7
127,128,112,128,3,7
128,126,112,128,4,7
113,121,112,128,5,7
114,121,112,128,6,7
115,126,112,128,7,7
112,129,112,129,0,6
129,122,112,129,1,6
126,122,112,129,2,6
127,129,112,129,3,6
128,127,112,129,4,6
113,120,112,129,5,6
114,120,112,129,6,6
115,127,112,129,7,6
112,130,112,130,0,9
129,132,112,130,1,9
126,125,112,130,2,9
127,135,112,130,3,9
128,135,112,130,4,9
113,125,112,130,5,9
114,132,112,130,6,9
115,130,112,130,7,9
112,131,112,131,0,8
129,133,112,131,1,8
126,124,112,131,2,8
127,134,112,131,3,8
128,134,112,131,4,8
113,124,112,131,5,8
114,133,112,131,6,8
115,131,112,131,7,8
112,132,112,132,0,8
129,130,112,132,1,8
126,130,112,132,2,8
127,132,112,132,3,8
128,125,112,132,4,8
113,135,112,132,5,8
114,135,112,132,6,8
115,125,112,132,7,8
112,133,112,133,0,9
129,131,112,133,1,9
126,131,112,133,2,9
127,133,112,133,3,9
128,124,112,133,4,9
113,134,112,133,5,9
114,134,112,133,6,9
115,124,112,133,7,9
112,134,112,134,0,8
129,124,112,134,1,8
126,133,112,134,2,8
127,131,112,134,3,8
128,131,112,134,4,8
113,133,112,134,5,8
114,124,112,134,6,8
115,134,112,134,7,8
112,135,112,135,0,8
129,125,112,135,1,8
126,132,112,135,2,8
127,130,112,135,3,8
128,130,112,135,4,8
113,132,112,135,5,8
114,125,112,135,6,8
115,135,112,135,7,8
112,138,112,138,0,10
129,138,112,138,1,10
126,138,112,138,2,10
127,138,112,138,3,10
128,138,112,138,4,10
113,138,112,138,5,10
114,138,112,138,6,10
115,138,112,138,7,10
112,139,112,139,0,10
129,139,112,139,1,10
126,139,112,139,2,10
127,139,112,139,3,10
128,139,112,139,4,10
113,139,112,139,5,10
114,139,112,139,6,10
115,139,112,139,7,10
116,0,116,0,0,9
117,0,116,0,1,9
122,0,116,0,2,9
123,0,116,0,3,9
116,3,116,3,0,9
117,3,116,3,1,9
122,3,116,3,2,9
123,3,116,3,3,9
116,12,116,12,0,6
117,27,116,12,1,6
122,27,116,12,2,6
123,12,116,12,3,6
123,21,116,12,4,6
122,34,116,12,5,6
117,34,116,12,6,6
116,21,116,12,7,6
116,14,116,14,0,7
117,35,116,14,1,7
122,29,116,14,2,7
123,22,116,14,3,7
116,15,116,15,0,6
117,36,116,15,1,6
122,30,116,15,2,6
123,23,116,15,3,6
116,17,116,17,0,7
117,32,116,17,1,7
122,32,116,17,2,7
123,17,116,17,3,7
123,24,116,17,4,7
122,37,116,17,5,7
117,37,116,17,6,7
116,24,116,17,7,7
116,22,116,22,0,8
117,29,116,22,1,8
122,35,116,22,2,8
123,14,116,22,3,8
116,23,116,23,0,8
117,30,116,23,1,8
122,36,116,23,2,8
123,15,116,23,3,8
116,27,116,27,0,6
117,12,116,27,1,6
122,21,116,27,2,6
123,34,116,27,3,6
116,29,116,29,0,7
117,22,116,29,1,7
122,22,116,29,2,7
123,29,116,29,3,7
123,35,116,29,4,7
122,14,116,29,5,7
117,14,116,29,6,7
116,35,116,29,7,7
116,30,116,30,0,6
117,23,116,30,1,6
122,23,116,30,2,6
123,30,116,30,3,6
123,36,116,30,4,6
122,15,116,30,5,6
117,15,116,30,6,6
116,36,116,30,7,6
116,32,116,32,0,7
117,17,116,32,1,7
122,24,116,32,2,7
123,37,116,32,3,7
116,34,116,34,0,8
117,21,116,34,1,8
122,12,116,34,2,8
123,27,116,34,3,8
116,37,116,37,0,8
117,24,116,37,1,8
122,17,116,37,2,8
123,32,116,37,3,8
116,42,116,42,0,8
117,68,116,42,1,8
122,67,116,42,2,8
123,43,116,42,3,8
123,65,116,42,4,8
122,47,116,42,5,8
117,46,116,42,6,8
116,66,116,42,7,8
116,43,116,43,0,6
117,67,116,43,1,6
122,68,116,43,2,6
123,42,116,43,3,6
123,66,116,43,4,6
122,46,116,43,5,6
117,47,116,43,6,6
116,65,116,43,7,6
116,46,116,46,0,7
117,66,116,46,1,7
122,42,116,46,2,7
123,68,116,46,3,7
123,67,116,46,4,7
122,43,116,46,5,7
117,65,116,46,6,7
116,47,116,46,7,7
116,48,116,48,0,6
117,72,116,48,1,6
122,52,116,48,2,6
123,70,116,48,3,6
123,69,116,48,4,6
122,53,116,48,5,6
117,71,116,48,6,6
116,49,116,48,7,6
116,52,116,52,0,8
117,70,116,52,1,8
122,69,116,52,2,8
123,53,116,52,3,8
123,71,116,52,4,8
122,49,116,52,5,8
117,48,116,52,6,8
116,72,116,52,7,8
116,53,116,53,0,6
117,69,116,53,1,6
122,70,116,53,2,6
123,52,116,53,3,6
123,72,116,53,4,6
122,48,116,53,5,6
117,49,116,53,6,6
116,71,116,53,7,6
116,54,116,54,0,7
117,79,116,54,1,7
122,79,116,54,2,7
123,54,116,54,3,7
116,55,116,55,0,7
117,55,116,55,1,7
122,58,116,55,2,7
123,61,116,55,3,7
123,74,116,55,4,7
122,74,116,55,5,7
117,61,116,55,6,7
116,58,116,55,7,7
116,57,116,57,0,8
117,64,116,57,1,8
122,73,116,57,2,8
123,73,116,57,3,8
123,64,116,57,4,8
122,57,116,57,5,8
117,60,116,57,6,8
116,60,116,57,7,8
116,61,116,61,0,9
117,58,116,61,1,9
122,55,116,61,2,9
123,55,116,61,3,9
123,58,116,61,4,9
122,61,116,61,5,9
117,74,116,61,6,9
116,74,116,61,7,9
116,64,116,64,0,9
117,57,116,64,1,9
122,60,116,64,2,9
123,60,116,64,3,9
123,57,116,64,4,9
122,64,116,64,5,9
117,73,116,64,6,9
116,73,116,64,7,9
116,67,116,67,0,6
117,43,116,67,1,6
122,65,116,67,2,6
123,47,116,67,3,6
123,46,116,67,4,6
122,66,116,67,5,6
117,42,116,67,6,6
116,68,116,67,7,6
116,69,116,69,0,7
117,53,116,69,1,7
122,71,116,69,2,7
123,49,116,69,3,7
123,48,116,69,4,7
122,72,116,69,5,7
117,52,116,69,6,7
116,70,116,69,7,7
116,79,116,79,0,7
117,54,116,79,1,7
122,54,116,79,2,7
123,79,116,79,3,7
116,86,116,86,0,8
117,90,116,86,1,8
122,88,116,86,2,8
123,91,116,86,3,8
116,87,116,87,0,8
117,100,116,87,1,8
122,100,116,87,2,8
123,87,116,87,3,8
123,101,116,87,4,8
122,89,116,87,5,8
117,89,116,87,6,8
116,101,116,87,7,8
116,88,116,88,0,8
117,91,116,88,1,8
122,91,116,88,2,8
123,88,116,88,3,8
123,90,116,88,4,8
122,86,116,88,5,8
117,86,116,88,6,8
116,90,116,88,7,8
116,89,116,89,0,8
117,101,116,89,1,8
122,87,116,89,2,8
123,100,116,89,3,8
116,91,116,91,0,9
117,88,116,91,1,9
122,90,116,91,2,9
123,86,116,91,3,9
116,100,116,100,0,9
117,87,116,100,1,9
122,101,116,100,2,9
123,89,116,100,3,9
116,104,116,104,0,9
117,117,116,104,1,9
122,118,116,104,2,9
123,106,116,104,3,9
123,105,116,104,4,9
122,116,116,104,5,9
117,119,116,104,6,9
116,107,116,104,7,9
116,105,116,105,0,8
117,116,116,105,1,8
122,119,116,105,2,8
123,107,116,105,3,8
123,104,116,105,4,8
122,117,116,105,5,8
117,118,116,105,6,8
116,106,116,105,7,8
116,108,116,108,0,8
117,109,116,108,1,8
122,112,116,108,2,8
123,111,116,108,3,8
123,114,116,108,4,8
122,115,116,108,5,8
117,110,116,108,6,8
116,113,116,108,7,8
116,109,116,109,0,8
117,108,116,109,1,8
122,113,116,109,2,8
123,110,116,109,3,8
123,115,116,109,4,8
122,114,116,109,5,8
117,111,116,109,6,8
116,112,116,109,7,8
116,110,116,110,0,8
117,113,116,110,1,8
122,108,116,110,2,8
123,109,116,110,3,8
123,112,116,110,4,8
122,111,116,110,5,8
117,114,116,110,6,8
116,115,116,110,7,8
116,111,116,111,0,8
117,112,116,111,1,8
122,109,116,111,2,8
123,108,116,111,3,8
123,113,116,111,4,8
122,110,116,111,5,8
117,115,116,111,6,8
116,114,116,111,7,8
116,116,116,116,0,8
117,105,116,116,1,8
122,106,116,116,2,8
123,118,116,116,3,8
123,117,116,116,4,8
122,104,116,116,5,8
117,107,116,116,6,8
116,119,116,116,7,8
116,117,116,117,0,9
117,104,116,117,1,9
122,107,116,117,2,9
123,119,116,117,3,9
123,116,116,117,4,9
122,105,116,117,5,9
117,106,116,117,6,9
116,118,116,117,7,9
116,136,116,136,0,7
117,137,116,136,1,7
122,136,116,136,2,7
123,137,116,136,3,7
123,136,116,136,4,7
122,137,116,136,5,7
117,136,116,136,6,7
116,137,116,136,7,7
118,1,118,1,0,8
130,2,118,1,1,8
121,1,118,1,2,8
120,2,118,1,3,8
131,1,118,1,4,8
119,2,118,1,5,8
125,1,118,1,6,8
124,2,118,1,7,8
118,2,118,2,0,6
130,1,118,2,1,6
121,2,118,2,2,6
120,1,118,2,3,6
131,2,118,2,4,6
119,1,118,2,5,6
125,2,118,2,6,6
124,1,118,2,7,6
118,4,118,4,0,8
130,9,118,4,1,8
121,6,118,4,2,8
120,10,118,4,3,8
131,5,118,4,4,8
119,8,118,4,5,8
125,7,118,4,6,8
124,11,118,4,7,8
118,5,118,5,0,9
130,8,118,5,1,9
121,7,118,5,2,9
120,11,118,5,3,9
131,4,118,5,4,9
119,9,118,5,5,9
125,6,118,5,6,9
124,10,118,5,7,9
118,6,118,6,0,7
130,10,118,6,1,7
121,5,118,6,2,7
120,8,118,6,3,7
131,7,118,6,4,7
119,11,118,6,5,7
125,4,118,6,6,7
124,9,118,6,7,7
118,7,118,7,0,7
130,11,118,7,1,7
121,4,118,7,2,7
120,9,118,7,3,7
131,6,118,7,4,7
119,10,118,7,5,7
125,5,118,7,6,7
124,8,118,7,7,7
118,8,118,8,0,7
130,5,118,8,1,7
121,10,118,8,2,7
120,6,118,8,3,7
131,9,118,8,4,7
119,4,118,8,5,7
125,11,118,8,6,7
124,7,118,8,7,7
118,9,118,9,0,8
130,4,118,9,1,8
121,11,118,9,2,8
120,7,118,9,3,8
131,8,118,9,4,8
119,5,118,9,5,8
125,10,118,9,6,8
124,6,118,9,7,8
118,10,118,10,0,7
130,6,118,10,1,7
121,9,118,10,2,7
120,4,118,10,3,7
131,11,118,10,4,7
119,7,118,10,5,7
125,8,118,10,6,7
124,5,118,10,7,7
118,11,118,11,0,7
130,7,118,11,1,7
121,8,118,11,2,7
120,5,118,11,3,7
131,10,118,11,4,7
119,6,118,11,5,7
125,9,118,11,6,7
124,4,118,11,7,7
118,13,118,13,0,7
130,38,118,13,1,7
121,28,118,13,2,7
120,41,118,13,3,7
131,16,118,13,4,7
119,39,118,13,5,7
125,31,118,13,6,7
124,40,118,13,7,7
118,16,118,16,0,8
130,39,118,16,1,8
121,31,118,16,2,8
120,40,118,16,3,8
131,13,118,16,4,8
119,38,118,16,5,8
125,28,118,16,6,8
124,41,118,16,7,8
118,18,118,18,0,6
130,33,118,18,1,6
121,33,118,18,2,6
120,18,118,18,3,6
131,18,118,18,4,6
119,33,118,18,5,6
125,33,118,18,6,6
124,18,118,18,7,6
118,19,118,19,0,6
130,20,118,19,1,6
121,25,118,19,2,6
120,26,118,19,3,6
131,26,118,19,4,6
119,25,118,19,5,6
125,20,118,19,6,6
124,19,118,19,7,6
118,20,118,20,0,9
130,19,118,20,1,9
121,19,118,20,2,9
120,20,118,20,3,9
131,25,118,20,4,9
119,26,118,20,5,9
125,26,118,20,6,9
124,25,118,20,7,9
118,25,118,25,0,7
130,26,118,25,1,7
121,26,118,25,2,7
120,25,118,25,3,7
131,20,118,25,4,7
119,19,118,25,5,7
125,19,118,25,6,7
124,20,118,25,7,7
118,26,118,26,0,8
130,25,118,26,1,8
121,20,118,26,2,8
120,19,118,26,3,8
131,19,118,26,4,8
119,20,118,26,5,8
125,25,118,26,6,8
124,26,118,26,7,8
118,28,118,28,0,8
130,41,118,28,1,8
121,16,118,28,2,8
120,39,118,28,3,8
131,31,118,28,4,8
119,40,118,28,5,8
125,13,118,28,6,8
124,38,118,28,7,8
118,31,118,31,0,8
130,40,118,31,1,8
121,13,118,31,2,8
120,38,118,31,3,8
131,28,118,31,4,8
119,41,118,31,5,8
125,16,118,31,6,8
124,39,118,31,7,8
118,33,118,33,0,8
130,18,118,33,1,8
121,18,118,33,2,8
120,33,118,33,3,8
131,33,118,33,4,8
119,18,118,33,5,8
125,18,118,33,6,8
124,33,118,33,7,8
118,38,118,38,0,8
130,13,118,38,1,8
121,40,118,38,2,8
120,31,118,38,3,8
131,39,118,38,4,8
119,16,118,38,5,8
125,41,118,38,6,8
124,28,118,38,7,8
118,39,118,39,0,7
130,16,118,39,1,7
121,41,118,39,2,7
120,28,118,39,3,7
131,38,118,39,4,7
119,13,118,39,5,7
125,40,118,39,6,7
124,31,118,39,7,7
118,40,118,40,0,8
130,31,118,40,1,8
121,39,118,40,2,8
120,16,118,40,3,8
131,41,118,40,4,8
119,28,118,40,5,8
125,38,118,40,6,8
124,13,118,40,7,8
118,41,118,41,0,8
130,28,118,41,1,8
121,38,118,41,2,8
120,13,118,41,3,8
131,40,118,41,4,8
119,31,118,41,5,8
125,39,118,41,6,8
124,16,118,41,7,8
118,44,118,44,0,8
130,51,118,44,1,8
121,76,118,44,2,8
120,76,118,44,3,8
131,51,118,44,4,8
119,44,118,44,5,8
125,77,118,44,6,8
124,77,118,44,7,8
118,45,118,45,0,8
130,50,118,45,1,8
121,75,118,45,2,8
120,75,118,45,3,8
131,50,118,45,4,8
119,45,118,45,5,8
125,78,118,45,6,8
124,78,118,45,7,8
118,50,118,50,0,8
130,45,118,50,1,8
121,78,118,50,2,8
120,78,118,50,3,8
131,45,118,50,4,8
119,50,118,50,5,8
125,75,118,50,6,8
124,75,118,50,7,8
118,51,118,51,0,8
130,44,118,51,1,8
121,77,118,51,2,8
120,77,118,51,3,8
131,44,118,51,4,8
119,51,118,51,5,8
125,76,118,51,6,8
124,76,118,51,7,8
118,56,118,56,0,9
130,63,118,56,1,9
121,63,118,56,2,9
120,56,118,56,3,9
131,59,118,56,4,9
119,62,118,56,5,9
125,62,118,56,6,9
124,59,118,56,7,9
118,59,118,59,0,8
130,62,118,59,1,8
121,62,118,59,2,8
120,59,118,59,3,8
131,56,118,59,4,8
119,63,118,59,5,8
125,63,118,59,6,8
124,56,118,59,7,8
118,62,118,62,0,7
130,59,118,62,1,7
121,56,118,62,2,7
120,63,118,62,3,7
