ep_0..11,canonical_id,sym_index,length,formula
2 0 3 1 5 4 7 6 11 8 9 10,C870,3,14,F2 B2 D R2 D2 F2 U2 F2 U2 B2 L2 D' F2 B2
2 0 3 1 5 4 7 6 11 9 10 8,C869,3,14,F2 B2 D R2 B2 D2 B2 L2 D' U' R2 U F2 B2
2 0 3 1 5 4 7 6 11 10 8 9,C692,3,13,F2 B2 D R2 F2 U2 B2 R2 U2 B2 D F2 B2
2 0 3 1 5 6 4 7 8 9 11 10,C113,7,11,D2 L2 F2 U2 L2 D B2 F2 U F2 R2
2 0 3 1 5 6 4 7 8 10 9 11,C353,7,12,D B2 L2 D' L2 R2 U' B2 D2 L2 F2 D
2 0 3 1 5 6 4 7 8 11 10 9,C352,7,12,D2 R2 B2 D U B2 U' L2 R2 U' B2 L2
2 0 3 1 5 6 4 7 9 8 10 11,C110,7,11,U2 L2 F2 U2 L2 U' B2 F2 D' B2 L2
2 0 3 1 5 6 4 7 9 10 11 8,C357,7,12,D2 R2 B2 D' U' F2 D' B2 F2 D' B2 L2
2 0 3 1 5 6 4 7 9 11 8 10,C356,7,12,D B2 L2 D' L2 R2 D' R2 U2 F2 R2 U
2 0 3 1 5 6 4 7 10 8 11 9,C358,7,12,D B2 L2 U' B2 F2 D' B2 D2 L2 F2 D
2 0 3 1 5 6 4 7 10 9 8 11,C355,7,12,D2 L2 F2 D' U' B2 D L2 R2 D F2 R2
2 0 3 1 5 6 4 7 10 11 9 8,C111,7,11,U2 L2 F2 U2 L2 D' L2 R2 U' B2 L2
2 0 3 1 5 6 4 7 11 8 9 10,C354,7,12,D2 L2 F2 D U F2 U B2 F2 U F2 R2
2 0 3 1 5 6 4 7 11 9 10 8,C351,7,12,D F2 R2 U L2 R2 U R2 D2 B2 L2 U
2 0 3 1 5 6 4 7 11 10 8 9,C112,7,11,D2 L2 F2 U2 L2 U L2 R2 D F2 R2
2 0 3 1 5 6 7 4 8 9 10 11,C897,4,14,L2 U2 L2 B2 U L2 R2 B2 R2 B2 D F2 D2 R2
2 0 3 1 5 6 7 4 8 10 11 9,C902,4,14,U F2 U B2 U F2 R2 D' B2 L2 U R2 D F2
2 0 3 1 5 6 7 4 8 11 9 10,C906,4,14,U F2 U B2 U F2 R2 D' B2 L2 D B2 U F2
2 0 3 1 5 6 7 4 9 8 11 10,C900,4,14,L2 R2 D L2 U2 B2 R2 F2 U2 R2 F2 D' L2 R2
2 0 3 1 5 6 7 4 9 10 8 11,C904,4,14,L2 U' F2 D' R2 F2 R2 U' L2 F2 U B2 F2 L2
2 0 3 1 5 6 7 4 9 11 10 8,C898,4,14,L2 D' L2 D' F2 L2 F2 U' B2 L2 D B2 F2 L2
2 0 3 1 5 6 7 4 10 8 9 11,C907,4,14,L2 D' L2 U' R2 F2 R2 D' B2 L2 D B2 F2 L2
2 0 3 1 5 6 7 4 10 9 11 8,C901,4,14,U F2 D L2 U R2 B2 D' L2 F2 U B2 U F2
2 0 3 1 5 6 7 4 10 11 8 9,C905,4,14,U F2 U B2 U F2 R2 U' L2 F2 U B2 U F2
2 0 3 1 5 6 7 4 11 8 10 9,C899,4,14,L2 U' F2 U' B2 R2 B2 D' L2 F2 U B2 F2 L2
2 0 3 1 5 6 7 4 11 9 8 10,C903,4,14,U F2 U B2 D R2 B2 D' L2 F2 U B2 U F2
2 0 3 1 5 6 7 4 11 10 9 8,C908,4,14,U F2 D L2 D B2 L2 U' R2 B2 D R2 D F2
2 0 3 1 5 7 4 6 8 9 10 11,C133,4,11,L2 B2 U' B2 F2 D' L2 R2 U2 B2 R2
2 0 3 1 5 7 4 6 8 10 11 9,C713,4,13,U D' L2 B2 U2 L2 R2 U' L2 R2 U' L2 B2
2 0 3 1 5 7 4 6 8 11 9 10,C713,7,13,D U' B2 L2 D2 B2 F2 D' B2 F2 D' B2 L2
2 0 3 1 5 7 4 6 9 8 11 10,C134,4,11,B2 L2 U' B2 F2 D' B2 F2 D2 L2 F2
2 0 3 1 5 7 4 6 9 10 8 11,C714,7,13,D U B2 F2 U2 B2 R2 U' B2 F2 U F2 R2
2 0 3 1 5 7 4 6 9 11 10 8,C711,4,13,U D' L2 B2 D2 L2 R2 D' B2 F2 D' L2 B2
2 0 3 1 5 7 4 6 10 8 9 11,C712,7,13,D U L2 R2 D2 L2 F2 U' B2 F2 U R2 F2
2 0 3 1 5 7 4 6 10 9 11 8,C712,4,13,U D B2 F2 U2 B2 R2 D' L2 R2 D F2 R2
2 0 3 1 5 7 4 6 10 11 8 9,C427,4,12,U2 L2 R2 U2 L2 B2 D L2 R2 U' B2 L2
2 0 3 1 5 7 4 6 11 8 10 9,C711,7,13,D U' B2 L2 U2 B2 F2 U' L2 R2 U' B2 L2
2 0 3 1 5 7 4 6 11 9 8 10,C714,4,13,U D L2 R2 D2 L2 F2 D' L2 R2 D R2 F2
2 0 3 1 5 7 4 6 11 10 9 8,C134,7,11,L2 B2 D' L2 R2 U' L2 R2 U2 B2 R2
2 0 3 1 5 7 6 4 8 9 11 10,C383,1,12,D L2 F2 U2 L2 D F2 B2 U F2 R2 D
2 0 3 1 5 7 6 4 8 10 9 11,C121,1,11,F2 R2 U L2 R2 D B2 U2 R2 B2 D2
2 0 3 1 5 7 6 4 8 11 10 9,C387,1,12,F2 R2 U L2 R2 U R2 D' U' L2 F2 U2
2 0 3 1 5 7 6 4 9 8 10 11,C385,1,12,F2 R2 U L2 R2 D' L2 D2 B2 U2 B2 D2
2 0 3 1 5 7 6 4 9 10 11 8,C389,1,12,F2 R2 D F2 B2 D L2 D U L2 F2 U2
2 0 3 1 5 7 6 4 9 11 8 10,C120,1,11,F2 R2 D F2 B2 U B2 D2 L2 F2 U2
2 0 3 1 5 7 6 4 10 8 11 9,C119,1,11,F2 R2 D F2 B2 U B2 U2 R2 B2 D2
2 0 3 1 5 7 6 4 10 9 8 11,C384,1,12,F2 R2 D F2 B2 D L2 D' U' R2 B2 D2
2 0 3 1 5 7 6 4 10 11 9 8,C388,1,12,F2 R2 D F2 B2 U' R2 D2 F2 D2 B2 D2
2 0 3 1 5 7 6 4 11 8 9 10,C386,1,12,F2 R2 U L2 R2 U R2 D U R2 B2 D2
2 0 3 1 5 7 6 4 11 9 10 8,C118,1,11,F2 R2 U L2 R2 D B2 D2 L2 F2 U2
2 0 3 1 5 7 6 4 11 10 8 9,C390,1,12,D L2 F2 U2 L2 U L2 R2 D F2 R2 D
2 0 3 1 6 4 5 7 8 9 11 10,C275,7,12,D B2 R2 D2 F2 D B2 F2 D B2 R2 U
2 0 3 1 6 4 5 7 8 10 9 11,C269,7,12,D U F2 L2 D L2 R2 D R2 D2 F2 L2
2 0 3 1 6 4 5 7 8 11 10 9,C268,7,12,D2 R2 F2 U L2 R2 U F2 D' U' F2 L2
2 0 3 1 6 4 5 7 9 8 10 11,C091,7,11,D2 L2 B2 U' B2 F2 D' R2 U2 B2 R2
2 0 3 1 6 4 5 7 9 10 11 8,C274,7,12,D2 L2 B2 U' B2 F2 U' B2 D' U' B2 R2
2 0 3 1 6 4 5 7 9 11 8 10,C273,7,12,D U B2 R2 D' B2 F2 D' L2 D2 B2 R2
2 0 3 1 6 4 5 7 10 8 11 9,C276,7,12,D B2 R2 D2 F2 D B2 F2 U R2 F2 D
2 0 3 1 6 4 5 7 10 9 8 11,C272,7,12,D2 L2 B2 D' L2 R2 D' F2 D U B2 R2
2 0 3 1 6 4 5 7 10 11 9 8,C271,7,12,D F2 L2 D2 B2 D' L2 R2 D' F2 L2 U
2 0 3 1 6 4 5 7 11 8 9 10,C270,7,12,D2 R2 F2 D B2 F2 D B2 D U F2 L2
2 0 3 1 6 4 5 7 11 9 10 8,C267,7,12,D B2 R2 D2 F2 U L2 R2 D R2 F2 D
2 0 3 1 6 4 5 7 11 10 8 9,C092,7,11,D2 L2 B2 D' L2 R2 U' R2 U2 B2 R2
2 0 3 1 6 4 7 5 8 9 10 11,C425,3,12,D2 F2 R2 U R2 L2 D' L2 B2 U2 F2 B2
2 0 3 1 6 4 7 5 8 10 11 9,C709,3,13,D U R2 B2 D' F2 B2 D R2 F2 U2 F2 B2
2 0 3 1 6 4 7 5 8 11 9 10,C708,3,13,D U F2 L2 D R2 L2 D' F2 R2 D2 R2 L2
2 0 3 1 6 4 7 5 9 8 11 10,C710,4,13,U2 L2 B2 U2 D' B2 F2 U' B2 L2 U2 L2 R2
2 0 3 1 6 4 7 5 9 10 8 11,C910,4,14,U B2 D2 R2 U' L2 B2 F2 L2 D B2 U2 R2 D'
2 0 3 1 6 4 7 5 9 11 10 8,C708,4,13,U D L2 F2 U B2 F2 U' L2 B2 U2 B2 F2
2 0 3 1 6 4 7 5 10 8 9 11,C910,3,14,D R2 U2 B2 D' F2 R2 L2 F2 U R2 D2 B2 U'
2 0 3 1 6 4 7 5 10 9 11 8,C909,4,14,U B2 U2 L2 U' L2 B2 F2 L2 D F2 D2 R2 D'
2 0 3 1 6 4 7 5 10 11 8 9,C426,3,12,D2 F2 R2 D F2 B2 U' R2 F2 D2 F2 B2
2 0 3 1 6 4 7 5 11 8 10 9,C709,4,13,U D B2 R2 U' L2 R2 U B2 L2 D2 L2 R2
2 0 3 1 6 4 7 5 11 9 8 10,C909,3,14,D R2 D2 F2 D' F2 R2 L2 F2 U L2 U2 B2 U'
2 0 3 1 6 4 7 5 11 10 9 8,C710,3,13,D2 F2 R2 D2 U' R2 L2 D' R2 F2 D2 F2 B2
2 0 3 1 6 5 4 7 8 9 10 11,C402,3,12,F2 D2 R2 D B2 R2 F2 U L2 B2 U2 B2
2 0 3 1 6 5 4 7 8 10 11 9,C657,3,13,D2 R2 U2 B2 D' F2 L2 B2 U R2 F2 D2 B2
2 0 3 1 6 5 4 7 8 11 9 10,C656,3,13,D2 F2 U2 F2 R2 U' B2 L2 F2 D B2 D2 L2
2 0 3 1 6 5 4 7 9 8 11 10,C666,3,13,F2 U' L2 D U2 R2 L2 U B2 L2 U' F2 L2
2 0 3 1 6 5 4 7 9 10 8 11,C665,3,13,D2 F2 D2 B2 L2 D' L2 F2 R2 U B2 D2 L2
2 0 3 1 6 5 4 7 9 11 10 8,C664,3,13,D2 R2 D2 F2 D' B2 R2 F2 U L2 B2 U2 B2
2 0 3 1 6 5 4 7 10 8 9 11,C662,3,13,D2 R2 U2 B2 U' R2 F2 L2 D L2 B2 U2 B2
2 0 3 1 6 5 4 7 10 9 11 8,C661,3,13,D2 F2 U2 F2 R2 D' R2 B2 L2 U F2 U2 L2
2 0 3 1 6 5 4 7 10 11 8 9,C663,3,13,F2 D2 R2 D B2 R2 F2 D2 U' R2 F2 D2 B2
2 0 3 1 6 5 4 7 11 8 10 9,C660,3,13,D2 F2 D2 B2 L2 U' F2 R2 B2 D F2 U2 L2
2 0 3 1 6 5 4 7 11 9 8 10,C659,3,13,D2 R2 D2 F2 U' L2 B2 R2 D R2 F2 D2 B2
2 0 3 1 6 5 4 7 11 10 9 8,C658,3,13,F2 D U2 F2 U' R2 L2 D L2 F2 D' F2 L2
2 0 3 1 6 5 7 4 8 9 11 10,C108,3,11,R2 B2 D2 L2 U' F2 B2 D' B2 L2 D2
2 0 3 1 6 5 7 4 8 10 9 11,C335,3,12,D' F2 R2 U R2 L2 D B2 U2 R2 B2 D'
2 0 3 1 6 5 7 4 8 11 10 9,C336,3,12,R2 B2 D U B2 U' R2 L2 U' B2 L2 D2
2 0 3 1 6 5 7 4 9 8 10 11,C343,3,12,R2 B2 D2 L2 D2 U F2 B2 D' F2 R2 U2
2 0 3 1 6 5 7 4 9 10 11 8,C342,3,12,R2 B2 D' U' F2 D' F2 B2 D' B2 L2 D2
2 0 3 1 6 5 7 4 9 11 8 10,C344,3,12,D' F2 R2 D F2 B2 D L2 D2 F2 R2 U'
2 0 3 1 6 5 7 4 10 8 11 9,C341,3,12,D' F2 R2 D F2 B2 U B2 U2 R2 B2 D'
2 0 3 1 6 5 7 4 10 9 8 11,C340,3,12,R2 B2 D U B2 D' F2 B2 D' F2 R2 U2
2 0 3 1 6 5 7 4 10 11 9 8,C339,3,12,R2 B2 D2 L2 D U2 R2 L2 U' F2 R2 U2
2 0 3 1 6 5 7 4 11 8 9 10,C338,3,12,R2 B2 D' U' F2 U' R2 L2 U' F2 R2 U2
2 0 3 1 6 5 7 4 11 9 10 8,C337,3,12,D' B2 L2 U' F2 B2 U' L2 U2 B2 L2 U'
2 0 3 1 6 5 7 4 11 10 8 9,C109,3,11,R2 B2 D2 L2 D' R2 L2 U' B2 L2 D2
2 0 3 1 6 7 4 5 8 9 11 10,C913,4,14,L2 U2 R2 F2 U' B2 R2 F2 U F2 L2 U D F2
2 0 3 1 6 7 4 5 8 10 9 11,C917,4,14,B2 U2 F2 R2 U B2 L2 F2 U' R2 B2 U' D' R2
2 0 3 1 6 7 4 5 8 11 10 9,C715,4,13,L2 U2 L2 B2 U R2 F2 L2 D' R2 F2 D2 F2
2 0 3 1 6 7 4 5 9 8 10 11,C911,4,14,B2 U D R2 B2 U L2 F2 R2 U' B2 L2 D2 R2
2 0 3 1 6 7 4 5 9 10 11 8,C936,4,15,U B2 D2 R2 F2 U2 L2 U' B2 D' R2 F2 L2 D' B2
2 0 3 1 6 7 4 5 9 11 8 10,C915,4,14,R2 U D F2 L2 U' B2 R2 F2 U L2 B2 U2 B2
2 0 3 1 6 7 4 5 10 8 11 9,C914,4,14,L2 U D B2 R2 U' L2 B2 R2 U R2 F2 U2 F2
2 0 3 1 6 7 4 5 10 9 8 11,C716,4,13,L2 U2 L2 B2 D B2 R2 F2 U' L2 B2 U2 F2
2 0 3 1 6 7 4 5 10 11 9 8,C918,4,14,L2 U2 L2 B2 U R2 F2 L2 U' B2 R2 U D F2
2 0 3 1 6 7 4 5 11 8 9 10,C937,4,15,U B2 U2 L2 B2 U2 R2 U' F2 U' F2 L2 B2 U' B2
2 0 3 1 6 7 4 5 11 9 10 8,C912,4,14,L2 U D F2 L2 U B2 R2 F2 U' L2 B2 U2 F2
2 0 3 1 6 7 4 5 11 10 8 9,C916,4,14,R2 U2 R2 F2 U F2 L2 B2 U' F2 L2 U D B2
2 0 3 1 6 7 5 4 8 9 10 11,C430,1,12,L2 F2 D2 R2 D F2 B2 U' R2 D2 F2 R2
2 0 3 1 6 7 5 4 8 10 11 9,C726,4,13,U2 L2 U2 F2 D' B2 L2 R2 B2 D' R2 U2 B2
2 0 3 1 6 7 5 4 8 11 9 10,C727,1,13,D F2 B2 D2 F2 R2 D' F2 B2 D B2 R2 U
2 0 3 1 6 7 5 4 9 8 11 10,C725,1,13,D' F2 L2 U2 F2 B2 U' F2 B2 D' L2 B2 D
2 0 3 1 6 7 5 4 9 10 8 11,C727,4,13,U B2 F2 U2 B2 R2 U' B2 F2 U F2 R2 D
2 0 3 1 6 7 5 4 9 11 10 8,C723,4,13,U2 L2 D2 B2 D' B2 L2 R2 B2 D' L2 D2 B2
2 0 3 1 6 7 5 4 10 8 9 11,C726,1,13,D2 L2 D2 B2 U' F2 L2 R2 F2 U' R2 D2 F2
2 0 3 1 6 7 5 4 10 9 11 8,C724,1,13,D' F2 L2 D2 F2 B2 D' L2 R2 D' F2 L2 U
2 0 3 1 6 7 5 4 10 11 8 9,C728,1,13,D L2 R2 D2 L2 B2 D L2 R2 U' B2 L2 D
2 0 3 1 6 7 5 4 11 8 10 9,C724,4,13,U' B2 L2 U2 B2 F2 U' L2 R2 U' B2 L2 D
2 0 3 1 6 7 5 4 11 9 8 10,C723,1,13,D2 L2 U2 F2 U' F2 L2 R2 F2 U' L2 U2 F2
2 0 3 1 6 7 5 4 11 10 9 8,C431,1,12,L2 F2 D2 R2 U L2 R2 D' L2 U2 F2 R2
2 0 3 1 7 4 5 6 8 9 10 11,C885,3,14,F2 D F2 U B2 L2 B2 U F2 L2 U' R2 L2 F2
2 0 3 1 7 4 5 6 8 10 11 9,C887,3,14,D' B2 D' L2 D' F2 L2 D B2 R2 D' B2 D' L2
2 0 3 1 7 4 5 6 8 11 9 10,C886,3,14,F2 D F2 D L2 F2 L2 U R2 F2 D' R2 L2 F2
2 0 3 1 7 4 5 6 9 8 11 10,C896,3,14,F2 B2 U' F2 R2 D2 F2 L2 F2 U2 R2 U F2 B2
2 0 3 1 7 4 5 6 9 10 8 11,C895,3,14,F2 D F2 U B2 L2 B2 D R2 F2 D' R2 L2 F2
2 0 3 1 7 4 5 6 9 11 10 8,C894,3,14,D' B2 D' L2 D' F2 L2 U R2 F2 D' R2 U' L2
2 0 3 1 7 4 5 6 10 8 9 11,C892,3,14,F2 U L2 D B2 L2 B2 U F2 L2 U' R2 L2 F2
2 0 3 1 7 4 5 6 10 9 11 8,C891,3,14,F2 U B2 U' F2 R2 F2 R2 L2 U' R2 F2 U' B2
2 0 3 1 7 4 5 6 10 11 8 9,C893,3,14,D2 B2 D' R2 L2 F2 L2 F2 U' R2 U2 B2 R2 B2
2 0 3 1 7 4 5 6 11 8 10 9,C890,3,14,D' B2 D' L2 D' F2 L2 U R2 F2 U' B2 D' L2
2 0 3 1 7 4 5 6 11 9 8 10,C889,3,14,R2 F2 U B2 U' R2 F2 L2 U' R2 F2 U' B2 R2
2 0 3 1 7 4 5 6 11 10 9 8,C888,3,14,F2 B2 D' F2 D2 R2 B2 R2 U2 F2 R2 D F2 B2
2 0 3 1 7 4 6 5 8 9 11 10,C307,1,12,D R2 F2 U L2 R2 U F2 U2 R2 F2 U
2 0 3 1 7 4 6 5 8 10 9 11,C315,1,12,F2 L2 D2 B2 D U2 L2 R2 U' L2 B2 D2
2 0 3 1 7 4 6 5 8 11 10 9,C312,1,12,F2 L2 D U R2 U' L2 R2 U' R2 F2 U2
2 0 3 1 7 4 6 5 9 8 10 11,C309,1,12,D L2 B2 U' F2 B2 D' R2 U2 B2 R2 D
2 0 3 1 7 4 6 5 9 10 11 8,C314,1,12,F2 L2 D' U' L2 U' L2 R2 U' L2 B2 D2
2 0 3 1 7 4 6 5 9 11 8 10,C311,1,12,F2 L2 D2 B2 D2 U F2 B2 D' L2 B2 D2
2 0 3 1 7 4 6 5 10 8 11 9,C107,1,11,F2 L2 D2 B2 U' F2 B2 D' R2 F2 U2
2 0 3 1 7 4 6 5 10 9 8 11,C308,1,12,F2 L2 D U R2 D' F2 B2 D' L2 B2 D2
2 0 3 1 7 4 6 5 10 11 9 8,C313,1,12,D L2 B2 D' L2 R2 D' F2 D2 L2 B2 U
2 0 3 1 7 4 6 5 11 8 9 10,C310,1,12,F2 L2 D' U' L2 D' F2 B2 D' R2 F2 U2
2 0 3 1 7 4 6 5 11 9 10 8,C106,1,11,F2 L2 D2 B2 D' L2 R2 U' R2 F2 U2
2 0 3 1 7 4 6 5 11 10 8 9,C316,1,12,D L2 B2 D' L2 R2 U' R2 U2 B2 R2 D
2 0 3 1 7 5 4 6 8 9 11 10,C087,3,11,R2 F2 D F2 B2 U R2 U2 B2 R2 U2
2 0 3 1 7 5 4 6 8 10 9 11,C254,3,12,R2 F2 D F2 B2 U' B2 D2 L2 D2 R2 U2
2 0 3 1 7 5 4 6 8 11 10 9,C255,3,12,R2 F2 U R2 L2 U F2 D' U' F2 L2 D2
2 0 3 1 7 5 4 6 9 8 10 11,C090,3,11,R2 F2 D F2 B2 U R2 D2 F2 L2 D2
2 0 3 1 7 5 4 6 9 10 11 8,C260,3,12,R2 F2 U R2 L2 U F2 D U B2 R2 U2
2 0 3 1 7 5 4 6 9 11 8 10,C261,3,12,R2 F2 U R2 L2 D' F2 D2 R2 U2 R2 U2
2 0 3 1 7 5 4 6 10 8 11 9,C259,3,12,D' F2 L2 U2 F2 U' F2 B2 D' L2 B2 D'
2 0 3 1 7 5 4 6 10 9 8 11,C258,3,12,R2 F2 D F2 B2 D B2 D' U' B2 R2 U2
2 0 3 1 7 5 4 6 10 11 9 8,C089,3,11,R2 F2 U R2 L2 D R2 U2 B2 R2 U2
2 0 3 1 7 5 4 6 11 8 9 10,C257,3,12,R2 F2 D F2 B2 D B2 D U F2 L2 D2
2 0 3 1 7 5 4 6 11 9 10 8,C256,3,12,D' F2 L2 U2 F2 D' R2 L2 U' L2 B2 D'
2 0 3 1 7 5 4 6 11 10 8 9,C088,3,11,R2 F2 U R2 L2 D R2 D2 F2 L2 D2
2 0 3 1 7 5 6 4 8 9 10 11,C231,1,12,U L2 B2 L2 U L2 D L2 F2 R2 U F2
2 0 3 1 7 5 6 4 8 10 11 9,C239,1,12,D' L2 F2 L2 U' L2 U' F2 L2 B2 U' L2
2 0 3 1 7 5 6 4 8 11 9 10,C237,1,12,U' F2 R2 F2 D' B2 U' B2 L2 F2 U' F2
2 0 3 1 7 5 6 4 9 8 11 10,C565,1,13,D F2 L2 F2 D B2 D L2 B2 R2 D2 U' L2
2 0 3 1 7 5 6 4 9 10 8 11,C238,1,12,D' L2 F2 L2 U' B2 U' B2 L2 F2 U' F2
2 0 3 1 7 5 6 4 9 11 10 8,C236,1,12,U L2 B2 L2 D R2 U R2 F2 L2 U L2
2 0 3 1 7 5 6 4 10 8 9 11,C235,1,12,D F2 L2 F2 U R2 U R2 F2 L2 U L2
2 0 3 1 7 5 6 4 10 9 11 8,C233,1,12,U L2 B2 L2 D F2 U L2 F2 R2 U F2
2 0 3 1 7 5 6 4 10 11 8 9,C566,1,13,D F2 L2 F2 D' U2 L2 D L2 F2 R2 U F2
2 0 3 1 7 5 6 4 11 8 10 9,C234,1,12,D F2 L2 F2 U F2 U L2 F2 R2 U F2
2 0 3 1 7 5 6 4 11 9 8 10,C232,1,12,U' F2 R2 F2 D' L2 U' F2 L2 B2 U' L2
2 0 3 1 7 5 6 4 11 10 9 8,C567,1,13,D F2 L2 F2 D R2 D R2 B2 L2 D2 U' F2
2 0 3 1 7 6 4 5 8 9 10 11,C428,4,12,L2 U2 F2 U' B2 L2 R2 B2 U F2 D2 R2
2 0 3 1 7 6 4 5 8 10 11 9,C720,4,13,U L2 B2 U2 L2 R2 U' L2 R2 U' L2 B2 D'
2 0 3 1 7 6 4 5 8 11 9 10,C719,5,13,D B2 R2 D2 B2 F2 U R2 L2 U F2 L2 U'
2 0 3 1 7 6 4 5 9 8 11 10,C429,4,12,B2 L2 U2 F2 U B2 F2 D' B2 D2 L2 F2
2 0 3 1 7 6 4 5 9 10 8 11,C718,5,13,D B2 L2 D' R2 L2 D B2 R2 U2 R2 L2 U
2 0 3 1 7 6 4 5 9 11 10 8,C717,4,13,U L2 B2 D2 L2 R2 D' B2 F2 D' L2 B2 D'
2 0 3 1 7 6 4 5 10 8 9 11,C717,5,13,D R2 B2 U2 R2 L2 U' B2 F2 U' R2 B2 U'
2 0 3 1 7 6 4 5 10 9 11 8,C719,4,13,U B2 L2 U2 B2 F2 D L2 R2 D F2 R2 D'
2 0 3 1 7 6 4 5 10 11 8 9,C721,4,13,U L2 F2 D L2 R2 U' F2 L2 U2 L2 R2 U
2 0 3 1 7 6 4 5 11 8 10 9,C718,4,13,U B2 R2 U' L2 R2 U B2 L2 D2 L2 R2 D
2 0 3 1 7 6 4 5 11 9 8 10,C720,5,13,D R2 B2 D2 R2 L2 D' R2 L2 D' R2 B2 U'
2 0 3 1 7 6 4 5 11 10 9 8,C722,4,13,U L2 B2 U2 L2 R2 U' L2 R2 D' B2 R2 U'
2 0 3 1 7 6 5 4 8 9 11 10,C875,5,14,U2 R2 F2 D R2 L2 U L2 U F2 R2 F2 U' B2
2 0 3 1 7 6 5 4 8 10 9 11,C874,5,14,U2 R2 D' B2 R2 B2 D F2 D R2 L2 U L2 B2
2 0 3 1 7 6 5 4 8 11 10 9,C932,5,15,D F2 U2 R2 B2 D2 R2 U' F2 D' R2 B2 L2 D' F2
2 0 3 1 7 6 5 4 9 8 10 11,C873,5,14,U2 R2 F2 U B2 F2 D L2 D R2 B2 R2 D' B2
2 0 3 1 7 6 5 4 9 10 11 8,C880,5,14,D2 F2 D L2 F2 L2 U' B2 U' B2 F2 U' F2 R2
2 0 3 1 7 6 5 4 9 11 8 10,C877,5,14,U2 R2 D' B2 R2 B2 D F2 U B2 F2 D L2 B2
2 0 3 1 7 6 5 4 10 8 11 9,C878,5,14,U2 R2 U' L2 B2 L2 U F2 D R2 L2 U L2 B2
2 0 3 1 7 6 5 4 10 9 8 11,C931,5,15,D F2 D2 L2 F2 D2 L2 U' B2 U' F2 R2 B2 U' F2
2 0 3 1 7 6 5 4 10 11 9 8,C882,5,14,U2 R2 F2 U B2 F2 D L2 U F2 R2 F2 U' B2
2 0 3 1 7 6 5 4 11 8 9 10,C876,5,14,D2 L2 D' F2 L2 F2 U R2 U R2 L2 U L2 B2
2 0 3 1 7 6 5 4 11 9 10 8,C881,5,14,U2 R2 U' L2 B2 L2 U F2 U B2 F2 D L2 B2
2 0 3 1 7 6 5 4 11 10 8 9,C879,5,14,U2 R2 F2 D R2 L2 U L2 D R2 B2 R2 D' B2
2 1 0 3 4 5 6 7 8 9 11 10,C004,3,6,D2 F2 U2 F2 D2 B2
2 1 0 3 4 5 6 7 8 10 9 11,C006,3,7,U R2 D2 L2 D2 R2 U
2 1 0 3 4 5 6 7 8 11 10 9,C009,3,8,F2 D U R2 D' U' F2 U2
2 1 0 3 4 5 6 7 9 8 10 11,C004,7,6,D2 B2 U2 B2 D2 F2
2 1 0 3 4 5 6 7 9 10 11 8,C014,3,8,D2 F2 D U R2 D U B2
2 1 0 3 4 5 6 7 9 11 8 10,C013,7,8,D B2 D2 F2 D U R2 U
2 1 0 3 4 5 6 7 10 8 11 9,C013,3,8,D F2 D2 B2 D U L2 U
2 1 0 3 4 5 6 7 10 9 8 11,C012,3,8,F2 D2 B2 R2 U2 B2 D2 L2
2 1 0 3 4 5 6 7 10 11 9 8,C011,7,8,D U L2 D2 R2 D U B2
2 1 0 3 4 5 6 7 11 8 9 10,C010,3,8,D2 F2 D' U' L2 D' U' B2
2 1 0 3 4 5 6 7 11 9 10 8,C006,7,7,U L2 D2 R2 D2 L2 U
2 1 0 3 4 5 6 7 11 10 8 9,C011,3,8,D U R2 D2 L2 D U F2
2 1 0 3 4 5 7 6 8 9 10 11,C072,3,11,L2 D F2 R2 B2 U' F2 L2 B2 D2 L2
2 1 0 3 4 5 7 6 8 10 11 9,C464,3,13,D2 R2 U R2 B2 L2 D' F2 L2 D2 L2 U2 F2
2 1 0 3 4 5 7 6 8 11 9 10,C463,3,13,D L2 D2 F2 L2 B2 D' L2 F2 R2 D B2 U'
2 1 0 3 4 5 7 6 9 8 11 10,C471,3,13,B2 D2 U F2 D2 R2 F2 L2 D2 F2 R2 U B2
2 1 0 3 4 5 7 6 9 10 8 11,C470,3,13,D2 F2 D2 R2 U F2 R2 B2 D' F2 L2 U2 R2
2 1 0 3 4 5 7 6 9 11 10 8,C189,3,12,L2 U F2 L2 U' R2 B2 L2 U' B2 D' L2
2 1 0 3 4 5 7 6 10 8 9 11,C468,3,13,D U' F2 D R2 B2 L2 D' F2 L2 B2 D2 L2
2 1 0 3 4 5 7 6 10 9 11 8,C467,3,13,D2 F2 U2 R2 D2 R2 F2 D L2 F2 R2 U' L2
2 1 0 3 4 5 7 6 10 11 8 9,C469,3,13,R2 D2 F2 D U2 L2 F2 R2 U' F2 L2 U2 R2
2 1 0 3 4 5 7 6 11 8 10 9,C188,3,12,L2 D R2 F2 D' R2 B2 L2 D' R2 U' L2
2 1 0 3 4 5 7 6 11 9 8 10,C466,3,13,D2 R2 D F2 L2 B2 U' F2 R2 D2 R2 D2 B2
2 1 0 3 4 5 7 6 11 10 9 8,C465,3,13,D2 R2 D F2 L2 B2 U' F2 R2 B2 U2 L2 U2
2 1 0 3 4 6 5 7 8 9 10 11,C073,5,11,L2 D2 B2 L2 F2 U' B2 R2 F2 D L2
2 1 0 3 4 6 5 7 8 10 11 9,C514,5,13,D2 R2 U2 L2 B2 D' L2 F2 R2 U R2 D2 B2
