ep_0..11,canonical_id,sym_index,length,formula
0 1 2 3 4 5 6 7 8 9 10 11,C001,0,0,
0 1 2 3 4 5 6 7 8 10 11 9,C002,0,6,U D' B2 U' D L2
0 1 2 3 4 5 6 7 8 11 9 10,C002,3,6,D U' L2 D' U B2
0 1 2 3 4 5 6 7 9 8 11 10,C003,0,6,U2 F2 U2 D2 B2 D2
0 1 2 3 4 5 6 7 9 10 8 11,C002,6,6,U D' L2 U' D F2
0 1 2 3 4 5 6 7 9 11 10 8,C002,4,6,U D' F2 U' D R2
0 1 2 3 4 5 6 7 10 8 9 11,C002,5,6,D U' F2 D' U L2
0 1 2 3 4 5 6 7 10 9 11 8,C002,2,6,U D' R2 U' D B2
0 1 2 3 4 5 6 7 10 11 8 9,C008,0,8,U R2 L2 U' D F2 B2 D'
0 1 2 3 4 5 6 7 11 8 10 9,C002,7,6,D U' R2 D' U F2
0 1 2 3 4 5 6 7 11 9 8 10,C002,1,6,D U' B2 D' U R2
0 1 2 3 4 5 6 7 11 10 9 8,C003,2,6,U2 L2 U2 D2 R2 D2
0 1 2 3 4 5 7 6 8 9 11 10,C062,0,11,B2 U R2 F2 D2 F2 R2 U2 B2 U B2
0 1 2 3 4 5 7 6 8 10 9 11,C063,0,11,L2 U R2 D2 F2 L2 D2 R2 B2 U L2
0 1 2 3 4 5 7 6 8 11 10 9,C064,0,11,L2 D F2 U2 R2 B2 U2 F2 L2 D L2
0 1 2 3 4 5 7 6 9 8 10 11,C065,0,11,B2 U R2 F2 U2 B2 L2 D2 B2 U B2
0 1 2 3 4 5 7 6 9 10 11 8,C136,0,12,L2 U R2 U2 B2 R2 U' D' F2 R2 D L2
0 1 2 3 4 5 7 6 9 11 8 10,C137,0,12,L2 U R2 U D R2 F2 U2 B2 L2 D L2
0 1 2 3 4 5 7 6 10 8 11 9,C138,0,12,L2 U L2 U D R2 B2 U2 F2 L2 D L2
0 1 2 3 4 5 7 6 10 9 8 11,C066,0,11,L2 D F2 D2 R2 B2 U2 B2 R2 D L2
0 1 2 3 4 5 7 6 10 11 9 8,C139,0,12,B2 U R2 F2 U' D' R2 B2 D2 R2 D B2
0 1 2 3 4 5 7 6 11 8 9 10,C140,0,12,L2 U R2 D2 B2 R2 U' D' B2 L2 D L2
0 1 2 3 4 5 7 6 11 9 10 8,C067,0,11,L2 U R2 U2 F2 L2 D2 L2 F2 U L2
0 1 2 3 4 5 7 6 11 10 8 9,C141,0,12,B2 U R2 B2 U' D' L2 B2 D2 L2 D B2
0 1 2 3 4 6 5 7 8 9 11 10,C067,6,11,F2 U B2 U2 R2 F2 D2 F2 R2 U F2
0 1 2 3 4 6 5 7 8 10 9 11,C062,6,11,L2 U B2 R2 D2 R2 B2 U2 L2 U L2
0 1 2 3 4 6 5 7 8 11 10 9,C066,6,11,F2 D R2 D2 B2 L2 U2 L2 B2 D F2
0 1 2 3 4 6 5 7 9 8 10 11,C063,6,11,F2 U B2 D2 R2 F2 D2 B2 L2 U F2
0 1 2 3 4 6 5 7 9 10 11 8,C136,6,12,F2 U B2 U2 L2 B2 U' D' R2 B2 D F2
0 1 2 3 4 6 5 7 9 11 8 10,C141,6,12,L2 U B2 L2 U' D' F2 L2 D2 F2 D L2
0 1 2 3 4 6 5 7 10 8 11 9,C139,6,12,L2 U B2 R2 U' D' B2 L2 D2 B2 D L2
0 1 2 3 4 6 5 7 10 9 8 11,C064,6,11,F2 D R2 U2 B2 L2 U2 R2 F2 D F2
0 1 2 3 4 6 5 7 10 11 9 8,C137,6,12,F2 U B2 U D B2 R2 U2 L2 F2 D F2
0 1 2 3 4 6 5 7 11 8 9 10,C140,6,12,F2 U B2 D2 L2 B2 U' D' L2 F2 D F2
0 1 2 3 4 6 5 7 11 9 10 8,C065,6,11,L2 U B2 R2 U2 L2 F2 D2 L2 U L2
0 1 2 3 4 6 5 7 11 10 8 9,C138,6,12,F2 U F2 U D B2 L2 U2 R2 F2 D F2
0 1 2 3 4 6 7 5 8 9 10 11,C068,0,11,F2 U F2 R2 B2 D' R2 F2 L2 U2 F2
0 1 2 3 4 6 7 5 8 10 11 9,C142,0,12,F2 R2 L2 D L2 U' F2 B2 U F2 D' F2
0 1 2 3 4 6 7 5 8 11 9 10,C143,0,12,F2 R2 L2 U B2 D' F2 B2 D L2 U' F2
0 1 2 3 4 6 7 5 9 8 11 10,C144,0,12,L2 U R2 B2 R2 U' D' B2 L2 B2 D L2
0 1 2 3 4 6 7 5 9 10 8 11,C145,0,12,R2 B2 U' L2 U B2 R2 F2 U L2 U' F2
0 1 2 3 4 6 7 5 9 11 10 8,C146,0,12,U L2 D B2 U R2 D B2 U R2 U L2
0 1 2 3 4 6 7 5 10 8 9 11,C147,0,12,R2 B2 D' B2 D B2 R2 F2 D F2 D' F2
0 1 2 3 4 6 7 5 10 9 11 8,C148,0,12,U L2 U R2 U F2 D R2 U F2 D L2
0 1 2 3 4 6 7 5 10 11 8 9,C149,0,12,U L2 D B2 U R2 U R2 U F2 D L2
0 1 2 3 4 6 7 5 11 8 10 9,C150,0,12,U L2 U R2 D R2 D B2 U R2 U L2
0 1 2 3 4 6 7 5 11 9 8 10,C151,0,12,U L2 U R2 U F2 U F2 D F2 D L2
0 1 2 3 4 6 7 5 11 10 9 8,C433,0,13,U L2 U R2 U F2 U F2 U L2 U' D2 L2
0 1 2 3 4 7 5 6 8 9 10 11,C069,0,11,F2 U2 R2 F2 L2 D F2 R2 B2 U' F2
0 1 2 3 4 7 5 6 8 10 11 9,C152,0,12,R2 F2 D F2 D' F2 R2 B2 D' B2 D B2
0 1 2 3 4 7 5 6 8 11 9 10,C153,0,12,R2 F2 U L2 U' F2 R2 B2 U' L2 U B2
0 1 2 3 4 7 5 6 9 8 11 10,C154,0,12,L2 U' R2 F2 R2 U D F2 L2 F2 D' L2
0 1 2 3 4 7 5 6 9 10 8 11,C155,0,12,F2 D F2 D' R2 L2 D L2 D' R2 L2 F2
0 1 2 3 4 7 5 6 9 11 10 8,C156,0,12,U' L2 U' R2 U' B2 U' B2 D' B2 D' L2
0 1 2 3 4 7 5 6 10 8 9 11,C157,0,12,F2 U L2 U' R2 L2 U B2 U' R2 L2 F2
0 1 2 3 4 7 5 6 10 9 11 8,C158,0,12,U' L2 U' R2 D' R2 D' F2 U' R2 U' L2
0 1 2 3 4 7 5 6 10 11 8 9,C159,0,12,U' L2 D' F2 U' R2 U' R2 U' B2 D' L2
0 1 2 3 4 7 5 6 11 8 10 9,C160,0,12,U' L2 U' R2 U' B2 D' R2 U' B2 D' L2
0 1 2 3 4 7 5 6 11 9 8 10,C161,0,12,U' L2 D' F2 U' R2 D' F2 U' R2 U' L2
0 1 2 3 4 7 5 6 11 10 9 8,C434,0,13,U D2 R2 U' L2 D' L2 D' B2 D' B2 D' L2
0 1 2 3 4 7 6 5 8 9 11 10,C006,0,7,D F2 U2 B2 U2 F2 D
0 1 2 3 4 7 6 5 8 10 9 11,C004,0,6,U2 R2 D2 R2 U2 L2
0 1 2 3 4 7 6 5 8 11 10 9,C009,0,8,R2 U D F2 U' D' R2 D2
0 1 2 3 4 7 6 5 9 8 10 11,C006,4,7,D B2 U2 F2 U2 B2 D
0 1 2 3 4 7 6 5 9 10 11 8,C010,0,8,U2 R2 U' D' B2 U' D' L2
0 1 2 3 4 7 6 5 9 11 8 10,C011,0,8,U D F2 U2 B2 U D R2
0 1 2 3 4 7 6 5 10 8 11 9,C011,4,8,U D B2 U2 F2 U D L2
0 1 2 3 4 7 6 5 10 9 8 11,C012,0,8,R2 U2 L2 F2 D2 L2 U2 B2
0 1 2 3 4 7 6 5 10 11 9 8,C013,0,8,U R2 U2 L2 U D B2 D
0 1 2 3 4 7 6 5 11 8 9 10,C014,0,8,U2 R2 U D F2 U D L2
0 1 2 3 4 7 6 5 11 9 10 8,C004,4,6,U2 L2 D2 L2 U2 R2
0 1 2 3 4 7 6 5 11 10 8 9,C013,4,8,U L2 U2 R2 U D F2 D
0 1 2 3 5 4 6 7 8 9 11 10,C065,4,11,F2 U L2 B2 U2 F2 R2 D2 F2 U F2
0 1 2 3 5 4 6 7 8 10 9 11,C067,4,11,R2 U L2 U2 B2 R2 D2 R2 B2 U R2
0 1 2 3 5 4 6 7 8 11 10 9,C064,4,11,R2 D B2 U2 L2 F2 U2 B2 R2 D R2
0 1 2 3 5 4 6 7 9 8 10 11,C062,4,11,F2 U L2 B2 D2 B2 L2 U2 F2 U F2
0 1 2 3 5 4 6 7 9 10 11 8,C136,4,12,R2 U L2 U2 F2 L2 U' D' B2 L2 D R2
0 1 2 3 5 4 6 7 9 11 8 10,C138,4,12,R2 U R2 U D L2 F2 U2 B2 R2 D R2
0 1 2 3 5 4 6 7 10 8 11 9,C137,4,12,R2 U L2 U D L2 B2 U2 F2 R2 D R2
0 1 2 3 5 4 6 7 10 9 8 11,C066,4,11,R2 D B2 D2 L2 F2 U2 F2 L2 D R2
0 1 2 3 5 4 6 7 10 11 9 8,C141,4,12,F2 U L2 F2 U' D' R2 F2 D2 R2 D F2
0 1 2 3 5 4 6 7 11 8 9 10,C140,4,12,R2 U L2 D2 F2 L2 U' D' F2 R2 D R2
0 1 2 3 5 4 6 7 11 9 10 8,C063,4,11,R2 U L2 D2 B2 R2 D2 L2 F2 U R2
0 1 2 3 5 4 6 7 11 10 8 9,C139,4,12,F2 U L2 B2 U' D' L2 F2 D2 L2 D F2
0 1 2 3 5 4 7 6 8 9 10 11,C162,0,12,R2 U F2 U' R2 B2 R2 U' L2 U R2 B2
0 1 2 3 5 4 7 6 8 10 11 9,C163,0,12,R2 U L2 D B2 R2 F2 D B2 L2 D' R2
0 1 2 3 5 4 7 6 8 11 9 10,C164,0,12,R2 D F2 U B2 R2 F2 U R2 B2 U' R2
0 1 2 3 5 4 7 6 9 8 11 10,C435,0,13,R2 U F2 D' F2 R2 F2 D' R2 U' D2 R2 B2
0 1 2 3 5 4 7 6 9 10 8 11,C165,0,12,R2 U F2 D' F2 R2 F2 U' B2 D R2 B2
0 1 2 3 5 4 7 6 9 11 10 8,C163,4,12,L2 U R2 D F2 L2 B2 D F2 R2 D' L2
0 1 2 3 5 4 7 6 10 8 9 11,C166,0,12,R2 D R2 U' B2 L2 B2 D' L2 U R2 B2
0 1 2 3 5 4 7 6 10 9 11 8,C165,4,12,L2 U B2 D' B2 L2 B2 U' F2 D L2 F2
0 1 2 3 5 4 7 6 10 11 8 9,C436,0,13,R2 F2 R2 L2 B2 L2 U F2 B2 D R2 L2 D2
0 1 2 3 5 4 7 6 11 8 10 9,C164,4,12,L2 D B2 U F2 L2 B2 U L2 F2 U' L2
0 1 2 3 5 4 7 6 11 9 8 10,C166,4,12,L2 D L2 U' F2 R2 F2 D' R2 U L2 F2
0 1 2 3 5 4 7 6 11 10 9 8,C437,0,13,R2 U F2 U2 D B2 L2 B2 D' L2 U R2 B2
0 1 2 3 5 6 4 7 8 9 10 11,C068,6,11,R2 U R2 B2 L2 D' B2 R2 F2 U2 R2
0 1 2 3 5 6 4 7 8 10 11 9,C148,6,12,U F2 U B2 U R2 D B2 U R2 D F2
0 1 2 3 5 6 4 7 8 11 9 10,C151,6,12,U F2 U B2 U R2 U R2 D R2 D F2
0 1 2 3 5 6 4 7 9 8 11 10,C433,6,13,U F2 U B2 U R2 U R2 U F2 U' D2 F2
0 1 2 3 5 6 4 7 9 10 8 11,C142,6,12,R2 B2 F2 D F2 U' R2 L2 U R2 D' R2
0 1 2 3 5 6 4 7 9 11 10 8,C145,6,12,B2 L2 U' F2 U L2 B2 R2 U F2 U' R2
0 1 2 3 5 6 4 7 10 8 9 11,C143,6,12,R2 B2 F2 U L2 D' R2 L2 D F2 U' R2
0 1 2 3 5 6 4 7 10 9 11 8,C146,6,12,U F2 D L2 U B2 D L2 U B2 U F2
0 1 2 3 5 6 4 7 10 11 8 9,C149,6,12,U F2 D L2 U B2 U B2 U R2 D F2
0 1 2 3 5 6 4 7 11 8 10 9,C147,6,12,B2 L2 D' L2 D L2 B2 R2 D R2 D' R2
0 1 2 3 5 6 4 7 11 9 8 10,C150,6,12,U F2 U B2 D B2 D L2 U B2 U F2
0 1 2 3 5 6 4 7 11 10 9 8,C144,6,12,F2 U B2 L2 B2 U' D' L2 F2 L2 D F2
0 1 2 3 5 6 7 4 8 9 11 10,C732,0,14,R2 B2 U L2 D2 R2 D R2 F2 L2 U' F2 D' F2
0 1 2 3 5 6 7 4 8 10 9 11,C732,6,14,B2 L2 U F2 D2 B2 D B2 R2 F2 U' R2 D' R2
0 1 2 3 5 6 7 4 8 11 10 9,C733,0,14,R2 U' B2 D' B2 R2 F2 U L2 D2 R2 D L2 F2
0 1 2 3 5 6 7 4 9 8 10 11,C732,4,14,L2 F2 U R2 D2 L2 D L2 B2 R2 U' B2 D' B2
0 1 2 3 5 6 7 4 9 10 11 8,C734,0,14,R2 U' R2 U2 L2 U' L2 B2 R2 U B2 L2 D' R2
0 1 2 3 5 6 7 4 9 11 8 10,C735,0,14,R2 D' R2 U' B2 R2 F2 U L2 D2 R2 D L2 F2
0 1 2 3 5 6 7 4 10 8 11 9,C735,4,14,L2 D' L2 U' F2 L2 B2 U R2 D2 L2 D R2 B2
0 1 2 3 5 6 7 4 10 9 8 11,C733,2,14,F2 U' R2 D' R2 F2 L2 U B2 D2 F2 D B2 L2
0 1 2 3 5 6 7 4 10 11 9 8,C735,6,14,B2 D' B2 U' L2 B2 R2 U F2 D2 B2 D F2 R2
0 1 2 3 5 6 7 4 11 8 9 10,C919,0,15,U2 R2 U F2 U' R2 B2 R2 D' B2 D' B2 U2 L2 F2
0 1 2 3 5 6 7 4 11 9 10 8,C732,2,14,F2 R2 U B2 D2 F2 D F2 L2 B2 U' L2 D' L2
0 1 2 3 5 6 7 4 11 10 8 9,C735,2,14,F2 D' F2 U' R2 F2 L2 U B2 D2 F2 D B2 L2
0 1 2 3 5 7 4 6 8 9 11 10,C167,0,12,F2 U F2 B2 D B2 D' F2 B2 U' F2 D2
0 1 2 3 5 7 4 6 8 10 9 11,C168,0,12,D2 R2 U' R2 L2 D' L2 D R2 L2 U R2
0 1 2 3 5 7 4 6 8 11 10 9,C169,0,12,U2 F2 U F2 B2 U R2 D' R2 L2 D' B2
0 1 2 3 5 7 4 6 9 8 10 11,C170,0,12,F2 D R2 L2 U B2 U' R2 L2 D' F2 D2
0 1 2 3 5 7 4 6 9 10 11 8,C438,0,13,U2 F2 U F2 B2 U' D2 L2 U' F2 B2 U' B2
0 1 2 3 5 7 4 6 9 11 8 10,C171,0,12,D2 R2 U' R2 L2 D' L2 U F2 B2 D R2
0 1 2 3 5 7 4 6 10 8 11 9,C172,0,12,D2 R2 D' F2 B2 U' L2 D R2 L2 U R2
0 1 2 3 5 7 4 6 10 9 8 11,C173,0,12,F2 U F2 B2 U R2 U' F2 B2 U' F2 D2
0 1 2 3 5 7 4 6 10 11 9 8,C174,0,12,F2 D R2 L2 U B2 D' F2 B2 U' F2 D2
0 1 2 3 5 7 4 6 11 8 9 10,C439,0,13,U2 F2 U F2 B2 U R2 U D2 F2 B2 U' B2
0 1 2 3 5 7 4 6 11 9 10 8,C175,0,12,D2 R2 D' F2 B2 U' L2 U F2 B2 D R2
0 1 2 3 5 7 4 6 11 10 8 9,C176,0,12,F2 U F2 B2 D B2 U' R2 L2 D' F2 D2
0 1 2 3 5 7 6 4 8 9 10 11,C068,4,11,B2 U B2 L2 F2 D' L2 B2 R2 U2 B2
0 1 2 3 5 7 6 4 8 10 11 9,C146,4,12,U R2 D F2 U L2 D F2 U L2 U R2
0 1 2 3 5 7 6 4 8 11 9 10,C150,4,12,U R2 U L2 D L2 D F2 U L2 U R2
0 1 2 3 5 7 6 4 9 8 11 10,C144,4,12,R2 U L2 F2 L2 U' D' F2 R2 F2 D R2
0 1 2 3 5 7 6 4 9 10 8 11,C148,4,12,U R2 U L2 U B2 D L2 U B2 D R2
0 1 2 3 5 7 6 4 9 11 10 8,C142,4,12,B2 L2 R2 D R2 U' B2 F2 U B2 D' B2
0 1 2 3 5 7 6 4 10 8 9 11,C151,4,12,U R2 U L2 U B2 U B2 D B2 D R2
0 1 2 3 5 7 6 4 10 9 11 8,C145,4,12,L2 F2 U' R2 U F2 L2 B2 U R2 U' B2
0 1 2 3 5 7 6 4 10 11 8 9,C149,4,12,U R2 D F2 U L2 U L2 U B2 D R2
0 1 2 3 5 7 6 4 11 8 10 9,C143,4,12,B2 L2 R2 U F2 D' B2 F2 D R2 U' B2
0 1 2 3 5 7 6 4 11 9 8 10,C147,4,12,L2 F2 D' F2 D F2 L2 B2 D B2 D' B2
0 1 2 3 5 7 6 4 11 10 9 8,C433,4,13,U R2 U L2 U B2 U B2 U R2 U' D2 R2
0 1 2 3 6 4 5 7 8 9 10 11,C069,6,11,R2 U2 B2 R2 F2 D R2 B2 L2 U' R2
0 1 2 3 6 4 5 7 8 10 11 9,C158,6,12,U' F2 U' B2 D' B2 D' R2 U' B2 U' F2
0 1 2 3 6 4 5 7 8 11 9 10,C161,6,12,U' F2 D' R2 U' B2 D' R2 U' B2 U' F2
0 1 2 3 6 4 5 7 9 8 11 10,C434,6,13,U D2 B2 U' F2 D' F2 D' L2 D' L2 D' F2
0 1 2 3 6 4 5 7 9 10 8 11,C152,6,12,B2 R2 D R2 D' R2 B2 L2 D' L2 D L2
0 1 2 3 6 4 5 7 9 11 10 8,C155,6,12,R2 D R2 D' B2 F2 D F2 D' B2 F2 R2
0 1 2 3 6 4 5 7 10 8 9 11,C153,6,12,B2 R2 U F2 U' R2 B2 L2 U' F2 U L2
0 1 2 3 6 4 5 7 10 9 11 8,C156,6,12,U' F2 U' B2 U' L2 U' L2 D' L2 D' F2
0 1 2 3 6 4 5 7 10 11 8 9,C159,6,12,U' F2 D' R2 U' B2 U' B2 U' L2 D' F2
0 1 2 3 6 4 5 7 11 8 10 9,C157,6,12,R2 U F2 U' B2 F2 U L2 U' B2 F2 R2
0 1 2 3 6 4 5 7 11 9 8 10,C160,6,12,U' F2 U' B2 U' L2 D' B2 U' L2 D' F2
0 1 2 3 6 4 5 7 11 10 9 8,C154,6,12,F2 U' B2 R2 B2 U D R2 F2 R2 D' F2
0 1 2 3 6 4 7 5 8 9 11 10,C170,4,12,B2 D L2 R2 U F2 U' L2 R2 D' B2 D2
0 1 2 3 6 4 7 5 8 10 9 11,C175,4,12,D2 L2 D' B2 F2 U' R2 U B2 F2 D L2
0 1 2 3 6 4 7 5 8 11 10 9,C169,4,12,U2 B2 U B2 F2 U L2 D' L2 R2 D' F2
0 1 2 3 6 4 7 5 9 8 10 11,C167,4,12,B2 U B2 F2 D F2 D' B2 F2 U' B2 D2
0 1 2 3 6 4 7 5 9 10 11 8,C438,4,13,U2 B2 U B2 F2 U' D2 R2 U' B2 F2 U' F2
0 1 2 3 6 4 7 5 9 11 8 10,C172,4,12,D2 L2 D' B2 F2 U' R2 D L2 R2 U L2
0 1 2 3 6 4 7 5 10 8 11 9,C171,4,12,D2 L2 U' L2 R2 D' R2 U B2 F2 D L2
0 1 2 3 6 4 7 5 10 9 8 11,C173,4,12,B2 U B2 F2 U L2 U' B2 F2 U' B2 D2
0 1 2 3 6 4 7 5 10 11 9 8,C176,4,12,B2 U B2 F2 D F2 U' L2 R2 D' B2 D2
0 1 2 3 6 4 7 5 11 8 9 10,C439,4,13,U2 B2 U B2 F2 U L2 U D2 B2 F2 U' F2
0 1 2 3 6 4 7 5 11 9 10 8,C168,4,12,D2 L2 U' L2 R2 D' R2 D L2 R2 U L2
0 1 2 3 6 4 7 5 11 10 8 9,C174,4,12,B2 D L2 R2 U F2 D' B2 F2 U' B2 D2
0 1 2 3 6 5 4 7 8 9 11 10,C004,2,6,U2 F2 D2 F2 U2 B2
0 1 2 3 6 5 4 7 8 10 9 11,C006,6,7,D R2 U2 L2 U2 R2 D
0 1 2 3 6 5 4 7 8 11 10 9,C012,2,8,F2 U2 B2 L2 D2 B2 U2 R2
0 1 2 3 6 5 4 7 9 8 10 11,C004,6,6,U2 B2 D2 B2 U2 F2
0 1 2 3 6 5 4 7 9 10 11 8,C010,2,8,U2 F2 U' D' R2 U' D' B2
0 1 2 3 6 5 4 7 9 11 8 10,C013,2,8,U F2 U2 B2 U D R2 D
0 1 2 3 6 5 4 7 10 8 11 9,C013,6,8,U B2 U2 F2 U D L2 D
0 1 2 3 6 5 4 7 10 9 8 11,C009,2,8,F2 U D L2 U' D' F2 D2
0 1 2 3 6 5 4 7 10 11 9 8,C011,6,8,U D R2 U2 L2 U D B2
0 1 2 3 6 5 4 7 11 8 9 10,C014,2,8,U2 F2 U D L2 U D B2
0 1 2 3 6 5 4 7 11 9 10 8,C006,2,7,D L2 U2 R2 U2 L2 D
0 1 2 3 6 5 4 7 11 10 8 9,C011,2,8,U D L2 U2 R2 U D F2
0 1 2 3 6 5 7 4 8 9 10 11,C068,2,11,L2 U L2 F2 R2 D' F2 L2 B2 U2 L2
0 1 2 3 6 5 7 4 8 10 11 9,C145,2,12,F2 R2 U' B2 U R2 F2 L2 U B2 U' L2
0 1 2 3 6 5 7 4 8 11 9 10,C147,2,12,F2 R2 D' R2 D R2 F2 L2 D L2 D' L2
0 1 2 3 6 5 7 4 9 8 11 10,C433,2,13,U B2 U F2 U L2 U L2 U B2 U' D2 B2
0 1 2 3 6 5 7 4 9 10 8 11,C146,2,12,U B2 D R2 U F2 D R2 U F2 U B2
0 1 2 3 6 5 7 4 9 11 10 8,C148,2,12,U B2 U F2 U L2 D F2 U L2 D B2
0 1 2 3 6 5 7 4 10 8 9 11,C150,2,12,U B2 U F2 D F2 D R2 U F2 U B2
0 1 2 3 6 5 7 4 10 9 11 8,C142,2,12,L2 F2 B2 D B2 U' L2 R2 U L2 D' L2
0 1 2 3 6 5 7 4 10 11 8 9,C149,2,12,U B2 D R2 U F2 U F2 U L2 D B2
0 1 2 3 6 5 7 4 11 8 10 9,C151,2,12,U B2 U F2 U L2 U L2 D L2 D B2
0 1 2 3 6 5 7 4 11 9 8 10,C143,2,12,L2 F2 B2 U R2 D' L2 R2 D B2 U' L2
0 1 2 3 6 5 7 4 11 10 9 8,C144,2,12,B2 U F2 R2 F2 U' D' R2 B2 R2 D B2
0 1 2 3 6 7 4 5 8 9 10 11,C028,0,10,R2 F2 B2 L2 U R2 F2 B2 L2 D'
0 1 2 3 6 7 4 5 8 10 11 9,C029,0,10,U2 R2 D2 R2 F2 D2 R2 F2 U2 B2
0 1 2 3 6 7 4 5 8 11 9 10,C030,0,10,U2 F2 D2 F2 R2 D2 F2 R2 U2 L2
0 1 2 3 6 7 4 5 9 8 11 10,C177,0,12,U R2 U2 D2 F2 B2 R2 D' F2 R2 L2 B2
0 1 2 3 6 7 4 5 9 10 8 11,C029,6,10,U2 B2 D2 B2 R2 D2 B2 R2 U2 L2
0 1 2 3 6 7 4 5 9 11 10 8,C029,4,10,U2 L2 D2 L2 B2 D2 L2 B2 U2 F2
0 1 2 3 6 7 4 5 10 8 9 11,C030,6,10,U2 R2 D2 R2 B2 D2 R2 B2 U2 F2
0 1 2 3 6 7 4 5 10 9 11 8,C029,2,10,U2 F2 D2 F2 L2 D2 F2 L2 U2 R2
0 1 2 3 6 7 4 5 10 11 8 9,C070,0,11,U R2 F2 B2 L2 U2 D F2 R2 L2 B2
0 1 2 3 6 7 4 5 11 8 10 9,C030,4,10,U2 B2 D2 B2 L2 D2 B2 L2 U2 R2
0 1 2 3 6 7 4 5 11 9 8 10,C030,2,10,U2 L2 D2 L2 F2 D2 L2 F2 U2 B2
0 1 2 3 6 7 4 5 11 10 9 8,C177,2,12,U F2 U2 D2 L2 R2 F2 D' L2 F2 B2 R2
0 1 2 3 6 7 5 4 8 9 11 10,C175,6,12,D2 B2 D' R2 L2 U' F2 U R2 L2 D B2
0 1 2 3 6 7 5 4 8 10 9 11,C167,6,12,R2 U R2 L2 D L2 D' R2 L2 U' R2 D2
0 1 2 3 6 7 5 4 8 11 10 9,C173,6,12,R2 U R2 L2 U B2 U' R2 L2 U' R2 D2
0 1 2 3 6 7 5 4 9 8 10 11,C168,6,12,D2 B2 U' B2 F2 D' F2 D B2 F2 U B2
0 1 2 3 6 7 5 4 9 10 11 8,C438,6,13,U2 R2 U R2 L2 U' D2 F2 U' R2 L2 U' L2
0 1 2 3 6 7 5 4 9 11 8 10,C176,6,12,R2 U R2 L2 D L2 U' B2 F2 D' R2 D2
0 1 2 3 6 7 5 4 10 8 11 9,C174,6,12,R2 D B2 F2 U L2 D' R2 L2 U' R2 D2
0 1 2 3 6 7 5 4 10 9 8 11,C169,6,12,U2 R2 U R2 L2 U B2 D' B2 F2 D' L2
0 1 2 3 6 7 5 4 10 11 9 8,C171,6,12,D2 B2 U' B2 F2 D' F2 U R2 L2 D B2
0 1 2 3 6 7 5 4 11 8 9 10,C439,6,13,U2 R2 U R2 L2 U B2 U D2 R2 L2 U' L2
0 1 2 3 6 7 5 4 11 9 10 8,C170,6,12,R2 D B2 F2 U L2 U' B2 F2 D' R2 D2
0 1 2 3 6 7 5 4 11 10 8 9,C172,6,12,D2 B2 D' R2 L2 U' F2 D B2 F2 U B2
0 1 2 3 7 4 5 6 8 9 11 10,C736,0,14,R2 F2 U' L2 U2 L2 U' F2 R2 B2 D B2 D B2
0 1 2 3 7 4 5 6 8 10 9 11,C736,6,14,B2 R2 U' F2 U2 F2 U' R2 B2 L2 D L2 D L2
0 1 2 3 7 4 5 6 8 11 10 9,C737,0,14,R2 U F2 U L2 F2 R2 D' R2 U2 R2 D' L2 B2
0 1 2 3 7 4 5 6 9 8 10 11,C736,4,14,L2 B2 U' R2 U2 R2 U' B2 L2 F2 D F2 D F2
0 1 2 3 7 4 5 6 9 10 11 8,C920,0,15,U2 R2 U' B2 U R2 F2 R2 D F2 D F2 U2 L2 B2
0 1 2 3 7 4 5 6 9 11 8 10,C738,0,14,R2 D R2 U F2 R2 B2 U' L2 D2 R2 D' L2 B2
0 1 2 3 7 4 5 6 10 8 11 9,C738,4,14,L2 D L2 U B2 L2 F2 U' R2 D2 L2 D' R2 F2
0 1 2 3 7 4 5 6 10 9 8 11,C737,2,14,F2 U L2 U B2 L2 F2 D' F2 U2 F2 D' B2 R2
0 1 2 3 7 4 5 6 10 11 9 8,C738,6,14,B2 D B2 U R2 B2 L2 U' F2 D2 B2 D' F2 L2
0 1 2 3 7 4 5 6 11 8 9 10,C739,0,14,R2 U R2 U2 L2 U L2 F2 R2 U' F2 L2 D R2
0 1 2 3 7 4 5 6 11 9 10 8,C736,2,14,F2 L2 U' B2 U2 B2 U' L2 F2 R2 D R2 D R2
0 1 2 3 7 4 5 6 11 10 8 9,C738,2,14,F2 D F2 U L2 F2 R2 U' B2 D2 F2 D' B2 R2
0 1 2 3 7 4 6 5 8 9 10 11,C069,4,11,B2 U2 L2 B2 R2 D B2 L2 F2 U' B2
0 1 2 3 7 4 6 5 8 10 11 9,C156,4,12,U' R2 U' L2 U' F2 U' F2 D' F2 D' R2
0 1 2 3 7 4 6 5 8 11 9 10,C160,4,12,U' R2 U' L2 U' F2 D' L2 U' F2 D' R2
0 1 2 3 7 4 6 5 9 8 11 10,C154,4,12,R2 U' L2 B2 L2 U D B2 R2 B2 D' R2
0 1 2 3 7 4 6 5 9 10 8 11,C158,4,12,U' R2 U' L2 D' L2 D' B2 U' L2 U' R2
0 1 2 3 7 4 6 5 9 11 10 8,C152,4,12,L2 B2 D B2 D' B2 L2 F2 D' F2 D F2
0 1 2 3 7 4 6 5 10 8 9 11,C161,4,12,U' R2 D' B2 U' L2 D' B2 U' L2 U' R2
0 1 2 3 7 4 6 5 10 9 11 8,C155,4,12,B2 D B2 D' L2 R2 D R2 D' L2 R2 B2
